match_id,player,team,runs,balls_faced,fours,sixes,wickets,overs_bowled,balls_bowled,runs_conceded,catches,run_outs,maiden,stumps,match_outcome,opposition_team,strike_rate,economy,fantasy_points,venue
521220,V Kohli,India,35,30,5,0,1,3,18,20,0,0,0,0,win,England,116.67,6.67,92,"Punjab Cricket Association Stadium, Mohali"
1377774,Kushal Malla,Nepal,44,40,5,2,0,5,31,35,0,0,0,0,loss,Ireland,110.0,6.77,92,"Takashinga Sports Club, Highfield, Harare"
913623,MF Maharoof,Sri Lanka,31,31,1,1,1,10,60,59,0,0,0,0,loss,England,100.0,5.9,92,Trent Bridge
1307300,MP Kuhnemann,Australia,0,0,0,0,2,10,60,26,0,1,3,0,win,Sri Lanka,0.0,2.6,92,"R Premadasa Stadium, Colombo"
446959,MJ Clarke,Australia,50,53,6,1,0,0,0,0,0,0,0,0,win,Sri Lanka,94.34,0.0,92,"Brisbane Cricket Ground, Woolloongabba"
1215122,S Bhari,Nepal,8,11,1,0,2,10,60,14,0,0,1,0,loss,Oman,72.73,1.4,92,Tribhuvan University International Cricket Ground
415278,SK Raina,India,46,42,5,2,0,0,0,0,1,0,0,0,loss,Pakistan,109.52,0.0,92,SuperSport Park
215134,SC Joseph,West Indies,58,94,4,1,0,0,0,0,0,0,0,0,win,Sri Lanka,61.7,0.0,92,"R.Premadasa Stadium, Khettarama"
291218,TM Dilshan,Sri Lanka,29,29,3,0,1,10,62,47,0,0,0,0,loss,England,100.0,4.55,92,Rangiri Dambulla International Stadium
760795,Shakib Al Hasan,Bangladesh,0,9,0,0,3,7,43,29,0,0,1,0,win,Zimbabwe,0.0,4.05,92,Shere Bangla National Stadium
722343,Imran Tahir,South Africa,0,0,0,0,3,7,46,28,0,0,0,0,win,West Indies,0.0,3.65,92,Buffalo Park
1384439,M Labuschagne,Australia,58,110,4,0,0,0,0,0,0,1,0,0,win,India,52.73,0.0,92,"Narendra Modi Stadium, Ahmedabad"
1120091,KD Karthik,India,64,94,4,0,0,0,0,0,0,0,0,0,win,New Zealand,68.09,0.0,92,Maharashtra Cricket Association Stadium
1144528,HH Pandya,India,32,65,2,0,1,10,65,50,0,0,1,0,loss,New Zealand,49.23,4.62,92,Old Trafford
931390,Mashrafe Mortaza,Bangladesh,14,8,1,1,2,6,36,13,0,0,0,0,win,Zimbabwe,175.0,2.17,92,Shere Bangla National Stadium
1302622,D Wiese,Namibia,48,42,2,2,0,6,37,45,1,0,0,0,win,Oman,114.29,7.3,92,Dubai International Cricket Stadium
514027,HM Amla,South Africa,52,73,7,0,0,0,0,0,0,0,0,0,loss,Australia,71.23,0.0,92,Kingsmead
518965,XJ Doherty,Australia,13,9,0,1,2,7,45,26,0,0,1,0,win,India,144.44,3.47,92,Sydney Cricket Ground
848847,HM Amla,South Africa,44,56,7,0,0,0,0,0,2,0,0,0,win,New Zealand,78.57,0.0,92,Kingsmead
209339,DJ Bravo,West Indies,41,40,3,0,1,4,25,26,0,0,0,0,loss,South Africa,102.5,6.24,92,"Queen's Park Oval, Port of Spain"
64899,JN Gillespie,Australia,0,0,0,0,2,10,60,21,0,0,4,0,win,Zimbabwe,0.0,2.1,92,Harare Sports Club
1377773,CB Sole,Scotland,0,0,0,0,3,7,45,30,0,0,0,0,win,Zimbabwe,0.0,4.0,92,"Queens Sports Club, Bulawayo"
1033365,TWM Latham,New Zealand,54,64,3,1,0,0,0,0,1,0,0,0,win,Bangladesh,84.38,0.0,92,Clontarf Cricket Club Ground
1450706,K Bhurtel,Nepal,29,53,2,1,1,6,38,41,1,0,0,0,loss,United States of America,54.72,6.47,92,"Grand Prairie Stadium, Dallas"
225959,GC Smith,South Africa,48,38,9,0,0,0,0,0,0,0,0,0,win,India,126.32,0.0,92,"Rajiv Gandhi International Stadium, Uppal"
289110,Mohammad Rafique,Asia XI,0,3,0,0,3,10,61,64,0,0,0,0,win,Africa XI,0.0,6.3,92,"MA Chidambaram Stadium, Chepauk"
1302616,Ayan Khan,Oman,39,66,1,0,1,7,42,50,1,0,0,0,win,United Arab Emirates,59.09,7.14,92,"ICC Academy, Dubai"
350481,JP Duminy,South Africa,3,8,0,0,2,10,63,43,2,0,0,0,loss,Australia,37.5,4.1,92,New Wanderers Stadium
416236,P Kumar,India,40,33,5,1,0,10,62,75,0,0,0,0,loss,Australia,121.21,7.26,92,Reliance Stadium
754753,JWA Taylor,England,56,63,4,0,0,0,0,0,1,0,0,0,win,India,88.89,0.0,92,"Brisbane Cricket Ground, Woolloongabba"
390227,S Dhaniram,Canada,41,48,3,1,1,2,12,5,0,0,0,0,win,Scotland,85.42,2.5,92,Willowmoore Park
1215122,Bilal Khan,Oman,8,5,0,1,2,9,56,33,0,0,2,0,win,Nepal,160.0,3.54,92,Tribhuvan University International Cricket Ground
667889,IR Bell,England,50,57,4,1,0,0,0,0,1,0,0,0,win,Sri Lanka,87.72,0.0,92,Kennington Oval
65255,MP Vaughan,England,52,64,7,0,0,0,0,0,0,0,0,0,win,Pakistan,81.25,0.0,92,"Newlands, Cape Town"
64905,DA Gunawardene,Sri Lanka,52,64,7,0,0,0,0,0,0,0,0,0,win,South Africa,81.25,0.0,92,Rangiri Dambulla International Stadium
65714,DA Gunawardene,Sri Lanka,64,102,4,0,0,0,0,0,0,0,0,0,win,Bangladesh,62.75,0.0,92,R.Premadasa Stadium
659553,H Masakadza,Zimbabwe,25,45,3,1,1,5,30,9,0,0,1,0,loss,Pakistan,55.56,1.8,92,Harare Sports Club
319143,B Lee,Australia,12,5,0,1,2,9,56,35,0,0,1,0,win,West Indies,240.0,3.75,92,"Arnos Vale Ground, Kingstown"
65239,JM Davison,Canada,8,15,2,0,2,5,30,15,1,0,1,0,win,Bangladesh,53.33,3.0,92,"Kingsmead, Durban"
571147,Abdur Rehman,Pakistan,12,14,1,0,2,9,54,41,1,0,0,0,loss,Australia,85.71,4.56,92,Sharjah Cricket Stadium
1381216,AS Joseph,West Indies,26,39,1,2,1,10,65,68,0,0,0,0,loss,India,66.67,6.28,92,"Brian Lara Stadium, Tarouba, Trinidad"
1276909,RJW Topley,England,0,2,0,0,3,7,44,33,0,0,1,0,loss,India,0.0,4.5,92,"Old Trafford, Manchester"
1340847,AR Patel,India,20,17,1,1,2,5,30,22,0,0,0,0,win,Bangladesh,117.65,4.4,92,"Zahur Ahmed Chowdhury Stadium, Chattogram"
1239538,Shadab Khan,Pakistan,21,20,3,0,1,10,60,46,1,0,1,0,loss,England,105.0,4.6,92,"Lord's, London"
433605,V Sehwag,India,38,25,9,0,0,0,0,0,1,0,0,0,win,Pakistan,152.0,0.0,92,"Punjab Cricket Association Stadium, Mohali"
247497,SE Bond,New Zealand,0,0,0,0,2,10,62,24,1,0,2,0,win,South Africa,0.0,2.32,92,"National Cricket Stadium, St George's"
1153246,Ehsan Khan,Hong Kong,22,25,0,0,2,10,60,65,0,0,0,0,loss,India,88.0,6.5,92,Dubai International Cricket Stadium
66379,T Taibu,Zimbabwe,46,33,1,3,0,0,0,0,2,0,0,0,loss,Pakistan,139.39,0.0,92,Arbab Niaz Stadium
903595,Q de Kock,South Africa,34,36,5,0,0,0,0,0,3,1,0,0,loss,India,94.44,0.0,92,Holkar Cricket Stadium
1153315,Tamim Iqbal,Bangladesh,50,66,4,1,0,0,0,0,1,0,0,0,loss,West Indies,75.76,0.0,92,"Shere Bangla National Stadium, Mirpur"
1144485,LH Ferguson,New Zealand,0,0,0,0,3,6,40,20,0,0,0,0,win,Sri Lanka,0.0,3.0,92,Sophia Gardens
249236,JS Patel,New Zealand,0,0,0,0,2,10,61,33,1,1,1,0,loss,England,0.0,3.25,92,Bellerive Oval
520600,KS Williamson,New Zealand,55,70,4,0,0,0,3,1,1,0,0,0,loss,South Africa,78.57,2.0,92,Westpac Stadium
1432216,Babar Azam,Pakistan,52,76,7,0,0,0,0,0,0,0,0,0,win,South Africa,68.42,0.0,92,"The Wanderers Stadium, Johannesburg"
578619,RG Sharma,India,52,58,7,0,0,0,0,0,0,0,0,0,win,West Indies,89.66,0.0,92,Kennington Oval
455234,Saeed Ajmal,Pakistan,0,3,0,0,3,10,60,56,0,0,0,0,loss,India,0.0,5.6,92,Rangiri Dambulla International Stadium
225247,Abdul Razzaq,Pakistan,16,19,1,0,2,8,49,43,0,1,0,0,win,England,84.21,5.27,92,The Rose Bowl
792297,DS Kulkarni,India,0,0,0,0,3,8,51,50,0,0,0,0,win,Sri Lanka,0.0,5.88,92,JSCA International Stadium Complex
1307479,JA Duffy,New Zealand,0,0,0,0,3,8,51,47,0,0,0,0,win,Scotland,0.0,5.53,92,"Grange Cricket Club Ground, Raeburn Place, Edinburgh"
211678,DR Martyn,Australia,68,82,3,0,0,0,0,0,0,0,0,0,win,England,82.93,0.0,92,Riverside Ground
860271,Rahat Ali,Pakistan,0,0,0,0,3,9,58,70,0,0,0,0,loss,Sri Lanka,0.0,7.24,92,Pallekele International Cricket Stadium
1384406,KA Maharaj,South Africa,40,39,5,1,0,9,54,38,0,0,0,0,loss,Netherlands,102.56,4.22,92,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
1029821,Taskin Ahmed,Bangladesh,0,0,0,0,3,8,51,44,0,0,0,0,win,England,0.0,5.18,92,Shere Bangla National Stadium
1339623,Shaheen Shah Afridi,Pakistan,0,2,0,0,3,10,60,46,0,0,0,0,loss,New Zealand,0.0,4.6,92,"National Stadium, Karachi"
65277,SP Fleming,New Zealand,46,42,10,0,0,0,0,0,0,0,0,0,win,Zimbabwe,109.52,0.0,92,"Goodyear Park, Bloemfontein"
1188625,CR Brathwaite,West Indies,0,3,0,0,3,10,62,51,0,0,0,0,loss,India,0.0,4.94,92,"Queen's Park Oval, Trinidad"
433584,JF Mooney,Ireland,6,7,1,0,2,9,56,56,1,1,0,0,loss,West Indies,85.71,6.0,92,"Punjab Cricket Association Stadium, Mohali"
387568,IJL Trott,England,52,79,7,0,0,0,0,0,0,0,0,0,win,South Africa,65.82,0.0,92,St George's Park
1377748,FDM Karunaratne,Sri Lanka,52,55,7,0,0,0,0,0,0,0,0,0,win,United Arab Emirates,94.55,0.0,92,"Queens Sports Club, Bulawayo"
1302628,K Bhurtel,Nepal,50,67,4,1,0,0,0,0,1,0,0,0,win,Papua New Guinea,74.63,0.0,92,Dubai International Cricket Stadium
995459,MDKJ Perera,Sri Lanka,54,55,5,1,0,0,0,0,0,0,0,0,win,Australia,98.18,0.0,92,R Premadasa Stadium
350480,MJ Clarke,Australia,50,69,4,0,0,3,18,22,1,0,0,0,loss,South Africa,72.46,7.33,92,St George's Park
64941,Inzamam-ul-Haq,Pakistan,60,61,5,0,0,0,0,0,0,0,0,0,win,India,98.36,0.0,92,"Sardar Patel (Gujarat) Stadium, Motera"
325569,HS Baidwan,Canada,33,48,2,0,1,10,60,39,0,0,0,0,loss,Bermuda,68.75,3.9,92,Maple Leaf North-West Ground
1384432,MJ Santner,New Zealand,0,0,0,0,2,10,60,22,1,0,2,0,win,Sri Lanka,0.0,2.2,92,"M Chinnaswamy Stadium, Bengaluru"
247487,SE Bond,New Zealand,0,0,0,0,2,10,60,15,0,0,4,0,win,Bangladesh,0.0,1.5,92,"Sir Vivian Richards Stadium, North Sound"
503364,Shahriar Nafees,Bangladesh,56,73,6,0,0,0,0,0,0,0,0,0,loss,Australia,76.71,0.0,92,Shere Bangla National Stadium
293072,MN van Wyk,South Africa,52,86,5,0,0,0,0,0,1,0,0,0,win,Ireland,60.47,0.0,92,"Civil Service Cricket Club, Stormont"
1387601,RR Hendricks,South Africa,52,83,7,0,0,0,0,0,0,0,0,0,win,India,62.65,0.0,92,"St George's Park, Gqeberha"
535800,Abdur Razzak,Bangladesh,6,8,0,0,2,10,60,26,0,0,3,0,loss,Pakistan,75.0,2.6,92,Shere Bangla National Stadium
1130740,B Muzarabani,Zimbabwe,0,4,0,0,3,10,61,51,0,0,0,0,loss,Sri Lanka,0.0,5.02,92,"Shere Bangla National Stadium, Mirpur"
1450704,BJ McMullen,Scotland,16,37,2,0,2,8,48,37,0,0,1,0,loss,Nepal,43.24,4.62,92,"Grand Prairie Stadium, Dallas"
1214668,Taijul Islam,Bangladesh,0,1,0,0,3,10,60,52,0,0,0,0,win,Zimbabwe,0.0,5.2,92,Sylhet International Cricket Stadium
543882,HA Varaiya,Kenya,0,1,0,0,3,10,60,46,0,0,0,0,loss,Ireland,0.0,4.6,92,Mombasa Sports Club Ground
1421072,Aayan Afzal Khan,United Arab Emirates,12,10,1,0,2,10,60,37,0,0,1,0,loss,Canada,120.0,3.7,92,Dubai International Cricket Stadium
722347,MN Samuels,West Indies,50,50,1,4,0,0,0,0,0,0,0,0,loss,South Africa,100.0,0.0,92,SuperSport Park
249235,SW Tait,Australia,11,10,1,1,2,10,65,59,0,0,0,0,loss,England,110.0,5.45,92,Sydney Cricket Ground
573015,BJ Haddin,Australia,50,67,4,1,0,0,0,0,1,0,0,0,loss,Sri Lanka,74.63,0.0,92,Adelaide Oval
65249,Ehsanul Haque,Bangladesh,12,25,2,0,2,10,61,33,0,0,0,0,loss,West Indies,48.0,3.25,92,"Willowmoore Park, Benoni"
361044,KP Pietersen,England,33,50,3,0,1,5,30,20,0,1,0,0,loss,India,66.0,4.0,92,Maharani Usharaje Trust Cricket Ground
636163,GJ Bailey,Australia,56,75,4,0,0,0,0,0,1,0,0,0,win,England,74.67,0.0,92,Adelaide Oval
293078,HH Gibbs,South Africa,56,67,3,2,0,0,0,0,0,0,0,0,loss,India,83.58,0.0,92,"Civil Service Cricket Club, Stormont"
319147,SR Watson,Australia,29,40,4,0,1,5,30,23,1,0,0,0,win,West Indies,72.5,4.6,92,"Warner Park, Basseterre"
293481,MF Maharoof,Sri Lanka,16,12,0,1,1,10,63,29,1,0,3,0,win,Bangladesh,133.33,2.76,92,P Saravanamuttu Stadium
476599,HK Bennett,New Zealand,0,0,0,0,3,8,51,41,0,0,0,0,loss,Bangladesh,0.0,4.82,92,Shere Bangla National Stadium
1277087,JO Holder,West Indies,44,60,6,0,0,2,12,16,2,0,0,0,loss,Ireland,73.33,8.0,92,"Sabina Park, Kingston, Jamaica"
1305497,R Hekure,Papua New Guinea,48,45,3,2,0,7,42,40,0,0,0,0,win,Nepal,106.67,5.71,92,"Tribhuvan University International Cricket Ground, Kirtipur"
1260085,DE Budge,Scotland,40,48,5,0,0,5,30,19,2,0,0,0,win,Netherlands,83.33,3.8,92,"Hazelaarweg, Rotterdam"
1331369,JN Loftie-Eaton,Namibia,7,2,0,1,2,7,46,30,1,0,1,0,win,Papua New Guinea,350.0,3.91,92,"Amini Park, Port Moresby"
66208,AJ Strauss,England,52,42,6,0,0,0,0,0,0,0,0,0,win,Australia,123.81,0.0,92,Edgbaston
1183537,MJ Santner,New Zealand,14,16,1,0,2,10,61,33,0,0,0,0,loss,Australia,87.5,3.25,92,Sydney Cricket Ground
249232,A Flintoff,England,47,39,5,0,0,6,39,37,0,0,1,0,loss,Australia,120.51,5.69,92,Melbourne Cricket Ground
1144171,BKG Mendis,Sri Lanka,56,86,4,0,0,0,0,0,1,0,0,0,loss,South Africa,65.12,0.0,92,Newlands
474468,EJG Morgan,England,52,41,3,2,0,0,0,0,0,0,0,0,loss,Sri Lanka,126.83,0.0,92,Headingley
1339622,TWM Latham,New Zealand,60,79,5,0,0,0,0,0,0,0,0,0,loss,Pakistan,75.95,0.0,92,"National Stadium, Karachi"
696747,R Gunasekera,Canada,54,74,5,1,0,0,0,0,0,0,0,0,loss,Netherlands,72.97,0.0,92,Bay Oval
647261,BJ Haddin,Australia,40,49,7,0,0,0,0,0,1,2,0,0,loss,India,81.63,0.0,92,M Chinnaswamy Stadium
296904,IR Bell,England,46,59,5,1,0,0,0,0,2,0,0,0,win,New Zealand,77.97,0.0,92,Riverside Ground
258477,JM Anderson,England,0,0,0,0,2,9,54,28,2,0,1,0,win,India,0.0,3.11,92,Lord's
65244,AC Gilchrist,Australia,48,63,6,0,0,0,0,0,2,0,0,0,win,India,76.19,0.0,92,"SuperSport Park, Centurion"
1119497,KW Richardson,Australia,0,7,0,0,3,10,62,53,0,0,0,0,loss,India,0.0,5.13,92,Eden Gardens
264070,Shahadat Hossain,Bangladesh,0,0,0,0,2,12,72,23,0,0,3,0,win,Zimbabwe,0.0,1.92,92,Shere Bangla National Stadium
1033363,LRPL Taylor,New Zealand,52,62,5,0,0,0,0,0,1,0,0,0,win,Ireland,83.87,0.0,92,Malahide
1317913,DP Conway,New Zealand,56,63,6,0,0,0,0,0,0,0,0,0,win,West Indies,88.89,0.0,92,"Kensington Oval, Bridgetown, Barbados"
267387,LOB Cann,Bermuda,48,37,6,2,0,0,0,0,0,0,0,0,loss,Netherlands,129.73,0.0,92,Ruaraka Sports Club Ground
1322038,SJ Modani,United States of America,52,76,7,0,0,0,0,0,0,0,0,0,loss,Scotland,68.42,0.0,92,"Mannofield Park, Aberdeen"
1302620,D Wiese,Namibia,40,27,5,1,0,8,48,55,0,0,0,0,loss,Oman,148.15,6.88,92,Sharjah Cricket Stadium
518964,AD Mathews,Sri Lanka,24,31,1,0,2,7,42,43,0,0,0,0,win,Australia,77.42,6.14,92,Bellerive Oval
335358,RP Singh,India,0,1,0,0,3,9,55,66,0,0,1,0,loss,Sri Lanka,0.0,7.2,92,National Stadium
225247,Mohammad Yousuf,Pakistan,60,107,5,0,0,0,0,0,0,0,0,0,win,England,56.07,0.0,92,The Rose Bowl
895811,AM Rahane,India,50,56,4,1,0,0,0,0,1,0,0,0,loss,Australia,89.29,0.0,92,Melbourne Cricket Ground
433605,Harbhajan Singh,India,12,18,2,0,2,10,60,43,0,0,0,0,win,Pakistan,66.67,4.3,92,"Punjab Cricket Association Stadium, Mohali"
566944,JC Tredwell,England,1,4,0,0,3,8,50,53,0,0,0,0,win,Australia,25.0,6.36,92,Sophia Gardens
736449,SC Williams,Zimbabwe,4,5,1,0,2,10,60,21,0,0,2,0,win,Australia,80.0,2.1,92,Harare Sports Club
1457469,Shakeel Ahmed,Oman,2,36,0,0,2,10,61,14,0,0,5,0,win,Netherlands,5.56,1.38,92,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
65661,GD McGrath,Australia,0,0,0,0,2,10,62,16,0,0,4,0,win,Pakistan,0.0,1.55,92,Sydney Cricket Ground
656455,Mohammad Irfan,Pakistan,1,3,0,0,3,8,48,52,0,0,0,0,win,South Africa,33.33,6.5,92,Eden Park
1185321,K Verreynne,South Africa,50,51,3,3,0,0,0,0,0,0,0,0,win,Australia,98.04,0.0,92,Senwes Park
657645,Saeed Ajmal,Pakistan,8,9,1,0,2,10,60,43,1,0,0,0,loss,Sri Lanka,88.89,4.3,92,Sheikh Zayed Stadium
1276296,Karan KC,Nepal,42,27,2,4,0,4,24,26,0,0,0,0,win,Papua New Guinea,155.56,6.5,92,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
386531,V Sehwag,India,42,28,7,0,0,5,30,19,0,0,0,0,win,Sri Lanka,150.0,3.8,92,R Premadasa Stadium
995459,MA Starc,Australia,0,1,0,0,3,10,61,51,0,0,0,0,loss,Sri Lanka,0.0,5.02,92,R Premadasa Stadium
919613,CR Ervine,Zimbabwe,60,78,5,0,0,0,0,0,0,0,0,0,win,Ireland,76.92,0.0,92,Harare Sports Club
299007,CK Langeveldt,South Africa,12,16,1,0,2,9,56,45,1,0,0,0,loss,Pakistan,75.0,4.82,92,Gaddafi Stadium
300427,Aftab Ahmed,Bangladesh,54,78,5,1,0,0,0,0,0,0,0,0,loss,New Zealand,69.23,0.0,92,McLean Park
249759,NW Bracken,Australia,0,0,0,0,3,6,39,19,0,0,0,0,win,West Indies,0.0,2.92,92,Brabourne Stadium
247458,AC Gilchrist,Australia,46,55,7,0,0,0,0,0,1,1,0,0,win,Scotland,83.64,0.0,92,"Warner Park, Basseterre"
1262347,PWH de Silva,Sri Lanka,18,21,1,0,2,10,60,47,0,0,0,0,win,Bangladesh,85.71,4.7,92,"Shere Bangla National Stadium, Mirpur"
66202,Shoaib Malik,Pakistan,0,5,0,0,3,6,36,15,0,0,1,0,win,Kenya,0.0,2.5,92,Edgbaston
754755,BJ Haddin,Australia,42,30,4,1,0,0,0,0,1,2,0,0,win,England,140.0,0.0,92,Bellerive Oval
1395700,WA Young,New Zealand,58,95,4,1,0,0,0,0,0,0,0,0,loss,Bangladesh,61.05,0.0,92,"Shere Bangla National Stadium, Mirpur"
1365099,Zahoor Khan,United Arab Emirates,0,0,0,0,2,9,56,40,1,1,2,0,win,Canada,0.0,4.29,92,"Wanderers Cricket Ground, Windhoek"
258475,MS Dhoni,India,24,18,3,0,0,0,0,0,5,0,0,1,win,England,133.33,0.0,92,Headingley
649093,Mohammad Irfan,Pakistan,0,5,0,0,3,10,61,52,0,0,0,0,win,South Africa,0.0,5.11,92,Dubai International Cricket Stadium
1431088,L Ngidi,South Africa,20,18,1,1,2,6,38,33,0,0,0,0,win,Ireland,111.11,5.21,92,"Zayed Cricket Stadium, Abu Dhabi"
319135,S Chanderpaul,West Indies,52,42,3,2,0,0,0,0,0,0,0,0,win,Sri Lanka,123.81,0.0,92,"Queen's Park Oval, Port of Spain"
1133015,Simi Singh,Ireland,1,2,0,0,3,6,36,15,0,0,0,0,win,United Arab Emirates,50.0,2.5,92,Old Hararians
1144522,HH Pandya,India,0,2,0,0,3,10,62,58,0,0,0,0,win,Bangladesh,0.0,5.61,92,Edgbaston
291345,LRPL Taylor,New Zealand,50,52,1,3,0,0,0,0,1,0,0,0,loss,Australia,96.15,0.0,92,Adelaide Oval
1302617,Kaleemullah,Oman,8,8,0,1,2,10,61,33,0,0,1,0,loss,Namibia,100.0,3.25,92,"ICC Academy, Dubai"
1206060,CAH Stevenson,United States of America,0,1,0,0,3,9,56,41,0,0,0,0,win,Scotland,0.0,4.39,92,Sharjah Cricket Stadium
656435,F du Plessis,South Africa,62,72,3,0,0,3,18,17,0,0,0,0,win,West Indies,86.11,5.67,92,Sydney Cricket Ground
1445036,Shariz Ahmad,Netherlands,16,41,0,0,2,7,42,35,2,0,0,0,win,United States of America,39.02,5.0,92,"Sportpark Westvliet, The Hague"
656433,Shakib Al Hasan,Bangladesh,46,59,4,1,0,10,60,55,0,0,0,0,loss,Sri Lanka,77.97,5.5,92,Melbourne Cricket Ground
291368,ML Hayden,Australia,54,65,5,1,0,0,0,0,0,0,0,0,win,India,83.08,0.0,92,Sydney Cricket Ground
1377754,LN Rajbanshi,Nepal,0,1,0,0,3,10,60,52,0,0,0,0,loss,West Indies,0.0,5.2,92,Harare Sports Club
1152844,Imad Wasim,Pakistan,12,10,1,1,2,10,61,61,0,0,0,0,loss,England,120.0,6.0,92,Trent Bridge
1384427,DJ Malan,England,50,66,4,1,0,0,0,0,1,0,0,0,loss,Australia,75.76,0.0,92,"Narendra Modi Stadium, Ahmedabad"
1168518,PR Stirling,Ireland,52,73,7,0,0,0,0,0,0,0,0,0,win,Zimbabwe,71.23,0.0,92,"Civil Service Cricket Club, Stormont"
65029,D Gough,England,14,30,1,0,2,10,60,38,0,0,1,0,loss,Pakistan,46.67,3.8,92,"Old Trafford, Manchester"
936139,TM Head,Australia,35,18,4,1,1,3,18,31,0,0,0,0,loss,South Africa,194.44,10.33,92,Kingsmead
247489,DPMD Jayawardene,Sri Lanka,56,61,4,0,0,0,0,0,1,0,0,0,win,England,91.8,0.0,92,"Sir Vivian Richards Stadium, North Sound"
1385702,SPD Smith,Australia,60,83,5,0,0,0,0,0,0,0,0,0,loss,England,72.29,0.0,92,"Riverside Ground, Chester-le-Street"
643675,MM Sharma,India,0,0,0,0,2,10,61,25,0,0,4,0,win,Zimbabwe,0.0,2.46,92,Queens Sports Club
1211170,JJ Smit,Namibia,6,15,0,0,2,11,66,40,1,0,1,0,loss,United Arab Emirates,40.0,3.64,92,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
1262346,Mustafizur Rahman,Bangladesh,0,2,0,0,3,6,36,16,0,0,1,0,win,Sri Lanka,0.0,2.67,92,Sher-e-Bangla National Cricket Stadium
1351399,CR Woakes,England,34,46,2,0,1,8,48,27,0,0,0,0,loss,Bangladesh,73.91,3.38,91,"Zahur Ahmed Chowdhury Stadium, Chattogram"
530429,Umar Gul,Pakistan,0,2,0,0,3,9,57,44,0,0,0,0,win,Sri Lanka,0.0,4.63,91,Dubai International Cricket Stadium
291365,GB Hogg,Australia,32,52,2,0,1,8,48,30,0,0,1,0,win,India,61.54,3.75,91,Adelaide Oval
895813,RG Sharma,India,41,25,2,3,0,0,0,0,1,1,0,0,loss,Australia,164.0,0.0,91,Manuka Oval
1019977,Tamim Iqbal,Bangladesh,59,92,5,0,0,0,0,0,0,0,0,0,loss,New Zealand,64.13,0.0,91,Saxton Oval
1384395,G Coetzee,South Africa,0,0,0,0,3,9,55,67,0,0,0,0,win,Sri Lanka,0.0,7.31,91,"Arun Jaitley Stadium, Delhi"
300487,T Taibu,Zimbabwe,43,42,4,3,0,0,0,0,1,0,0,0,loss,South Africa,102.38,0.0,91,Harare Sports Club
426403,Junaid Siddique,Bangladesh,51,71,5,0,0,0,0,0,1,0,0,0,loss,England,71.83,0.0,91,Trent Bridge
1325549,M Prasidh Krishna,India,0,0,0,0,3,8,49,49,0,0,0,0,win,Zimbabwe,0.0,6.0,91,Harare Sports Club
474471,C Kieswetter,England,43,48,5,1,0,0,0,0,0,1,0,1,win,Sri Lanka,89.58,0.0,91,Old Trafford
225437,MS Atapattu,Sri Lanka,59,72,5,0,0,0,0,0,0,0,0,0,loss,India,81.94,0.0,91,Reliance Stadium
578615,Wahab Riaz,Pakistan,6,14,0,0,2,10,63,39,1,0,1,0,loss,West Indies,42.86,3.71,91,Kennington Oval
1312801,MD Patel,United States of America,49,68,1,1,0,0,0,0,3,0,0,0,win,United Arab Emirates,72.06,0.0,91,"Moosa Cricket Stadium, Pearland"
226352,Mohammad Yousuf,Pakistan,59,63,5,0,0,0,0,0,0,0,0,0,loss,England,93.65,0.0,91,Gaddafi Stadium
540169,KA Pollard,West Indies,47,61,0,4,0,4,24,18,1,0,0,0,win,Australia,77.05,4.5,91,"Arnos Vale Ground, Kingstown"
1030221,TG Southee,New Zealand,0,2,0,0,3,9,58,51,0,0,0,0,win,India,0.0,5.28,91,Feroz Shah Kotla
750663,BMAJ Mendis,Sri Lanka,30,16,2,2,1,6,36,34,0,0,0,0,win,England,187.5,5.67,91,R Premadasa Stadium
1122280,Kuldeep Yadav,India,0,0,0,0,3,6,37,19,0,0,0,0,win,South Africa,0.0,3.08,91,SuperSport Park
433594,JDP Oram,New Zealand,20,28,2,0,1,10,62,55,1,1,1,0,loss,Sri Lanka,71.43,5.32,91,Wankhede Stadium
1030221,TA Boult,New Zealand,5,4,1,0,2,10,60,25,0,0,2,0,win,India,125.0,2.5,91,Feroz Shah Kotla
249753,R Dravid,India,49,69,6,0,0,0,0,0,1,1,0,0,loss,West Indies,71.01,0.0,91,"Sardar Patel Stadium, Motera"
1239534,JM Bairstow,England,43,22,6,1,0,0,0,0,1,0,0,0,win,Sri Lanka,195.45,0.0,91,"Riverside Ground, Chester-le-Street"
1144508,MP Stoinis,Australia,17,11,2,0,2,8,48,54,0,0,0,0,win,Bangladesh,154.55,6.75,91,Trent Bridge
656469,VD Philander,South Africa,10,6,1,0,2,8,53,32,0,0,2,0,win,United Arab Emirates,166.67,3.62,91,Westpac Stadium
66198,TM Odoyo,Kenya,15,44,1,0,2,10,60,43,0,0,1,0,loss,India,34.09,4.3,91,The Rose Bowl
1348658,MR Marsh,Australia,47,47,8,1,0,0,0,0,0,0,0,0,win,India,100.0,0.0,91,"MA Chidambaram Stadium, Chepauk, Chennai"
423793,GJ Hopkins,New Zealand,45,53,3,2,0,0,0,0,0,1,0,1,loss,Australia,84.91,0.0,91,Seddon Park
