player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,economy_rate,average
TJ Vlaeminck,Bowler,0,0.0,0,7,190,291,452,0,452,211,241,0,Sri Lanka,0.6529209621993127,27.142857142857142
Salma Khatun,Bowler,232,50.43478260869565,460,22,616,947,139,0,139,47,92,0,Ireland,0.6504751847940866,28.0
J Lewis,Bowler,43,87.75510204081633,49,17,419,645,293,0,293,106,187,0,Bangladesh,0.6496124031007752,24.647058823529413
M Kornet,Bowler,0,0.0,9,2,85,131,389,0,389,238,151,0,South Africa,0.648854961832061,42.5
S Ravikumar,Bowler,0,0.0,0,0,35,54,32,0,32,18,14,0,England,0.6481481481481481,
HK Olonga,Bowler,3,25.0,12,1,33,51,37,0,37,21,16,0,Namibia,0.6470588235294118,33.0
HAM Samuddika,Bowler,67,52.34375,128,4,214,332,368,0,368,184,184,0,Pakistan,0.6445783132530121,53.5
M Daniels,Bowler,34,48.57142857142857,70,20,662,1031,428,0,428,165,263,0,West Indies,0.6420950533462657,33.1
Anam Amin,Bowler,28,26.666666666666668,105,32,730,1139,556,0,556,344,212,2,India,0.6409130816505707,22.8125
Y Fourie,Bowler,1,12.5,8,7,151,236,272,0,272,97,175,0,Bangladesh,0.6398305084745762,21.571428571428573
Basir Ahamad,Bowler,3,23.076923076923077,13,2,71,111,95,0,95,51,44,0,Scotland,0.6396396396396397,35.5
NM Odhiambo,Bowler,0,0.0,0,2,39,61,34,0,34,9,25,0,Canada,0.639344262295082,19.5
KJ Garth,Bowler,173,49.85590778097983,347,46,857,1345,417,0,417,162,255,3,West Indies,0.6371747211895911,18.630434782608695
J Goswami,Bowler,419,73.25174825174825,572,109,2167,3407,471,0,471,290,181,3,South Africa,0.6360434399765189,19.880733944954127
GD McGrath,Bowler,18,40.909090909090914,44,109,2085,3282,509,0,509,236,273,5,Sri Lanka,0.6352833638025595,19.128440366972477
KH Brunt,Bowler,813,74.79300827966881,1087,98,2261,3570,561,0,561,347,214,2,India,0.6333333333333333,23.071428571428573
Rabeya Khan,Bowler,41,38.31775700934579,107,24,578,914,449,0,449,275,174,0,South Africa,0.6323851203501094,24.083333333333332
MD Bates,Bowler,13,130.0,10,3,53,84,82,0,82,20,62,0,Zimbabwe,0.6309523809523809,17.666666666666668
GA Elwiss,Bowler,244,73.71601208459214,331,23,529,839,561,0,561,347,214,1,India,0.6305125148986889,23.0
OAC Banks,Bowler,45,75.0,60,4,69,110,422,0,422,300,122,1,Australia,0.6272727272727273,17.25
Najeeb Amar,Bowler,34,80.95238095238095,42,3,75,120,236,0,236,121,115,0,Pakistan,0.625,25.0
BL Morgan,Bowler,0,0.0,0,1,10,16,416,0,416,296,120,0,Australia,0.625,10.0
DDP D'Silva,Bowler,53,43.08943089430895,123,6,121,194,96,0,96,51,45,0,Scotland,0.6237113402061856,20.166666666666668
S Ecclestone,Bowler,372,69.27374301675978,537,117,2309,3752,568,0,568,351,217,2,India,0.615405117270789,19.735042735042736
HL Colvin,Bowler,29,100.0,29,19,382,622,561,0,561,347,214,0,India,0.6141479099678456,20.105263157894736
IMHC Joyce,Bowler,201,64.42307692307693,312,8,233,383,456,0,456,221,235,0,Pakistan,0.608355091383812,29.125
DP Vaidya,Bowler,132,63.76811594202898,207,13,197,324,250,0,250,89,161,1,Bangladesh,0.6080246913580247,15.153846153846153
WF Stelling,Bowler,40,102.56410256410255,39,6,117,193,347,0,347,208,139,2,South Africa,0.6062176165803109,19.5
EM Sampson,Bowler,0,0.0,0,1,29,48,329,0,329,170,159,0,New Zealand,0.6041666666666666,29.0
LC Sthalekar,Bowler,119,62.30366492146597,191,8,265,444,464,0,464,216,248,1,Sri Lanka,0.5968468468468469,33.125
D van Niekerk,Bowler,1238,70.70245573957739,1751,68,1526,2575,428,0,428,165,263,4,West Indies,0.592621359223301,22.441176470588236
LN McCarthy,Bowler,12,26.08695652173913,46,3,167,283,456,0,456,221,235,0,Pakistan,0.5901060070671378,55.666666666666664
RJ Kirtley,Bowler,0,0.0,0,3,34,58,90,0,90,30,60,0,Bangladesh,0.5862068965517241,11.333333333333334
S Vesawkar,Bowler,62,44.285714285714285,140,2,21,36,46,0,46,25,21,0,Oman,0.5833333333333334,10.5
Nanthita Boonsukham,Bowler,0,0.0,4,5,50,86,66,0,66,22,44,1,Netherlands,0.5813953488372093,10.0
Pratis GC,Bowler,11,183.33333333333331,6,2,54,93,80,0,80,28,52,0,United Arab Emirates,0.5806451612903226,27.0
S Loubser,Bowler,43,57.333333333333336,75,17,364,633,65,0,65,21,44,0,Netherlands,0.5750394944707741,21.41176470588235
SM Pollock,Bowler,1358,92.44383934649422,1469,120,2906,5061,518,0,518,295,223,8,England,0.5741948231574787,24.216666666666665
SIP Fernando,Bowler,15,30.612244897959183,49,15,270,471,516,0,516,360,156,1,Australia,0.5732484076433121,18.0
Aamir Kaleem,Bowler,52,68.42105263157895,76,10,170,297,101,0,101,54,47,1,Scotland,0.5723905723905723,17.0
C Raack,Bowler,1,100.0,1,7,120,211,270,0,270,65,205,0,Zimbabwe,0.5687203791469194,17.142857142857142
RM West,Bowler,0,0.0,3,1,64,113,18,0,18,11,7,0,Scotland,0.5663716814159292,64.0
MEC de Fouw,Bowler,11,12.941176470588237,85,4,69,122,389,0,389,238,151,0,South Africa,0.5655737704918032,17.25
RL Johnson,Bowler,16,76.19047619047619,21,10,206,367,437,0,437,270,167,0,South Africa,0.5613079019073569,20.6
L Egging,Bowler,1,6.666666666666667,15,3,23,41,307,0,307,155,152,1,Pakistan,0.5609756097560976,7.666666666666667
MM Letsoalo,Bowler,17,30.909090909090907,55,24,487,870,365,0,365,143,222,0,West Indies,0.5597701149425287,20.291666666666668
Mohammed Qasim,Bowler,91,50.83798882681564,179,2,43,78,49,0,49,9,40,0,Papua New Guinea,0.5512820512820513,21.5
Parveen Kumar,Bowler,0,0.0,0,2,59,108,49,0,49,27,22,0,Oman,0.5462962962962963,29.5
R Dhar,Bowler,53,100.0,53,2,53,98,340,0,340,160,180,0,Sri Lanka,0.5408163265306123,26.5
Nishita Akter Nishi,Bowler,2,200.0,1,3,55,102,414,0,414,205,209,0,Pakistan,0.5392156862745098,18.333333333333332
NG Jones,Bowler,7,70.0,10,5,85,158,46,0,46,15,31,0,Canada,0.5379746835443038,17.0
K Ndlovu,Bowler,99,54.09836065573771,183,15,211,399,9,0,9,8,1,0,Thailand,0.5288220551378446,14.066666666666666
T van der Gugten,Bowler,110,71.89542483660131,153,11,223,426,36,0,36,9,27,2,Canada,0.5234741784037559,20.272727272727273
SK Burke,Bowler,0,0.0,0,0,13,25,409,0,409,291,118,0,Australia,0.52,
Sunzamul Islam,Bowler,19,76.0,25,5,79,153,133,0,133,33,100,0,Zimbabwe,0.5163398692810458,15.8
IT Guha,Bowler,0,0.0,0,4,65,127,416,0,416,296,120,0,Australia,0.5118110236220472,16.25
CL Fitzpatrick,Bowler,0,0.0,0,2,31,62,329,0,329,170,159,0,New Zealand,0.5,15.5
Sajjida Shah,Bowler,77,44.76744186046512,172,8,88,178,384,0,384,234,150,0,South Africa,0.4943820224719101,11.0
K Blair,Bowler,0,0.0,0,1,32,65,99,0,99,53,46,0,Pakistan,0.49230769230769234,32.0
AY Karim,Bowler,0,0.0,2,4,69,141,485,0,485,301,184,1,India,0.48936170212765956,17.25
PL Harris,Bowler,0,0.0,0,3,89,183,247,0,247,88,159,0,Bangladesh,0.48633879781420764,29.666666666666668
PR Adams,Bowler,0,0.0,0,1,30,62,67,0,67,18,49,0,Zimbabwe,0.4838709677419355,30.0
J Mulder,Bowler,0,0.0,0,2,29,62,89,0,89,31,58,0,United Arab Emirates,0.46774193548387094,14.5
Muzahir Raza,Bowler,10,142.85714285714286,7,2,45,100,69,0,69,26,43,0,United Arab Emirates,0.45,22.5
G Goudie,Bowler,0,0.0,0,3,18,42,69,0,69,22,47,0,Netherlands,0.42857142857142855,6.0
BF Smith,Bowler,0,0.0,0,1,21,49,314,0,314,118,196,0,West Indies,0.42857142857142855,21.0
NM Sheikh,Bowler,10,29.411764705882355,34,1,26,61,105,0,105,34,71,0,Ireland,0.4262295081967213,26.0
Anshuman Rath,Bowler,393,72.91280148423006,539,13,110,260,98,0,98,53,45,1,Scotland,0.4230769230769231,8.461538461538462
XC Bartlett,Bowler,0,0.0,0,9,42,100,377,0,377,147,230,2,West Indies,0.42,4.666666666666667
KE Pike,Bowler,0,0.0,0,4,25,60,329,0,329,170,159,0,New Zealand,0.4166666666666667,6.25
C van der Westhuizen,Bowler,0,0.0,0,4,35,92,65,0,65,21,44,0,Netherlands,0.3804347826086957,8.75
SL Pujare,Bowler,0,0.0,0,6,46,122,340,0,340,160,180,1,Sri Lanka,0.3770491803278688,7.666666666666667
NJ Shaw,Bowler,0,0.0,0,2,45,122,416,0,416,296,120,0,Australia,0.36885245901639346,22.5
APC Kilowan,Bowler,21,123.52941176470588,17,8,66,209,65,0,65,21,44,0,Netherlands,0.3157894736842105,8.25
KADM Fernando,Bowler,0,0.0,0,2,13,43,377,0,377,220,157,0,England,0.3023255813953488,6.5
N David,Bowler,0,0.0,0,5,25,98,340,0,340,160,180,0,Sri Lanka,0.25510204081632654,5.0
TG Gordon,Bowler,23,39.6551724137931,58,0,1,4,310,0,310,158,152,0,Pakistan,0.25,
M Shezi,Bowler,0,0.0,0,1,8,37,246,0,246,58,188,0,Zimbabwe,0.21621621621621623,8.0
