match_id,created,city,dates,event_name,match_number,gender,match_type,match_type_number,toss_winner,toss_decision,outcome_winner,outcome_by_runs,outcome_by_wickets,overs,player_of_match,season,teams,venue,total_fours,total_sixes
582190,2012-11-16,Hambantota,2012-11-10,New Zealand in Sri Lanka ODI Series,4.0,male,ODI,3307,Sri Lanka,field,Sri Lanka,,7.0,50,BMAJ Mendis,2012/13,"Sri Lanka, New Zealand","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",22,3
1290881,2021-11-26,Windhoek,2021-11-26,ICC Men's Cricket World Cup League 2,49.0,male,ODI,4336,Oman,field,Namibia,40.0,,50,JJ Smit,2021/22,"Namibia, Oman","Wanderers Cricket Ground, Windhoek",30,8
1115779,2020-05-14,Christchurch,2018-03-10,England tour of Australia and New Zealand,5.0,male,ODI,3992,England,field,England,,7.0,50,JM Bairstow,2017/18,"New Zealand, England",Hagley Oval,31,12
244510,2016-06-19,Abu Dhabi,2006-04-18,DLF Cup,1.0,male,ODI,2363,India,bat,Pakistan,,6.0,50,Younis Khan,2005/06,"India, Pakistan",Sheikh Zayed Stadium,32,1
578614,2013-06-07,Cardiff,2013-06-06,ICC Champions Trophy,1.0,male,ODI,3363,South Africa,field,India,26.0,,50,S Dhawan,2013,"India, South Africa",Sophia Gardens,69,6
65708,2021-03-08,Colombo,2004-07-17,Asia Cup,3.0,male,ODI,2145,Pakistan,bat,Pakistan,76.0,,50,Yasir Hameed,2004,"Pakistan, Bangladesh",Sinhalese Sports Club,32,3
258476,2015-09-07,London,2007-09-05,NatWest Series,6.0,male,ODI,2619,England,bat,India,,2.0,50,SR Tendulkar,2007,"England, India",Kennington Oval,71,11
810829,2015-01-17,,2015-01-12,Dubai Triangular Series,3.0,male,ODI,3575,Ireland,field,Ireland,,3.0,50,NJ O'Brien,2014/15,"Ireland, Scotland",Dubai International Cricket Stadium,30,5
247500,2015-09-27,Barbados,2007-04-17,ICC World Cup,44.0,male,ODI,2574,England,bat,South Africa,,9.0,50,AJ Hall,2006/07,"England, South Africa","Kensington Oval, Bridgetown",36,1
1119541,2020-05-15,Manchester,2018-06-24,Australia tour of England,5.0,male,ODI,4013,Australia,bat,England,,1.0,50,JC Buttler,2018,"Australia, England",Old Trafford,38,5
587473,2012-12-24,Mirpur,2012-12-05,West Indies in Bangladesh ODI Series,3.0,male,ODI,3311,West Indies,field,West Indies,,4.0,50,MN Samuels,2012/13,"Bangladesh, West Indies",Shere Bangla National Stadium,45,5
1385703,2024-09-27,London,2024-09-27,Australia tour of England,4.0,male,ODI,4778,Australia,field,England,186.0,,50,HC Brook,2024,"England, Australia","Lord's, London",32,17
750663,2014-11-28,Colombo,2014-11-26,England in Sri Lanka ODI Series,1.0,male,ODI,3554,England,field,Sri Lanka,25.0,,50,TM Dilshan,2014/15,"Sri Lanka, England",R Premadasa Stadium,46,14
1223956,2020-11-30,,2020-11-29,India tour of Australia,2.0,male,ODI,4266,Australia,bat,Australia,51.0,,50,SPD Smith,2020/21,"Australia, India",Sydney Cricket Ground,64,20
430888,2009-12-23,Cuttack,2009-12-21,Sri Lanka in India ODI Series,3.0,male,ODI,2934,Sri Lanka,bat,India,,7.0,50,RA Jadeja,2009/10,"India, Sri Lanka",Barabati Stadium,56,4
1322033,2022-07-16,Glasgow,2022-07-14,ICC Men's Cricket World Cup League 2,94.0,male,ODI,4427,Scotland,field,Scotland,,3.0,50,CN Greaves,2022,"Namibia, Scotland","Titwood, Glasgow",34,8
1153247,2020-06-02,,2018-09-19,Asia Cup,5.0,male,ODI,4040,Pakistan,bat,India,,8.0,50,B Kumar,2018,"Pakistan, India",Dubai International Cricket Stadium,27,7
300428,2015-09-02,,2007-12-31,Bangladesh in New Zealand ODI Series,3.0,male,ODI,2660,New Zealand,field,New Zealand,,10.0,50,DL Vettori,2007/08,"New Zealand, Bangladesh",Queenstown Events Centre,19,6
1377751,2023-06-26,Harare,2023-06-20,ICC Cricket World Cup Qualifier,6.0,male,ODI,4590,Nepal,field,Nepal,,6.0,50,Karan KC,2023,"United States of America, Nepal","Takashinga Sports Club, Highfield, Harare",37,9
1351399,2023-03-07,Chattogram,2023-03-06,England tour of Bangladesh,3.0,male,ODI,4531,Bangladesh,bat,Bangladesh,50.0,,50,Shakib Al Hasan,2022/23,"Bangladesh, England","Zahur Ahmed Chowdhury Stadium, Chattogram",39,3
1317900,2022-07-26,Port of Spain,2022-07-22,India tour of West Indies,1.0,male,ODI,4436,West Indies,field,India,3.0,,50,S Dhawan,2022,"India, West Indies","Queen's Park Oval, Port of Spain, Trinidad",49,18
226382,2016-06-26,Perth,2006-01-29,VB Series,8.0,male,ODI,2320,Sri Lanka,bat,Australia,,6.0,50,AC Gilchrist,2005/06,"Australia, Sri Lanka",Western Australia Cricket Association Ground,32,4
817207,2015-07-16,Mirpur,2015-07-10,South Africa in Bangladesh ODI Series,1.0,male,ODI,3663,Bangladesh,bat,South Africa,,8.0,50,K Rabada,2015,"Bangladesh, South Africa",Shere Bangla National Stadium,33,2
433573,2011-03-03,Chandigarh,2011-03-03,ICC Cricket World Cup,16.0,male,ODI,3115,Netherlands,field,South Africa,231.0,,50,AB de Villiers,2010/11,"Netherlands, South Africa","Punjab Cricket Association Stadium, Mohali",33,10
434259,2010-01-06,Mirpur,2010-01-05,Tri-Nation Tournament in Bangladesh,2.0,male,ODI,2938,Sri Lanka,field,Sri Lanka,,5.0,50,TT Samaraweera,2009/10,"India, Sri Lanka",Shere Bangla National Stadium,57,4
249230,2015-09-30,Perth,2007-01-28,Commonwealth Bank Series,8.0,male,ODI,2488,Australia,bat,Australia,8.0,,50,RT Ponting,2006/07,"Australia, New Zealand",Western Australia Cricket Association Ground,56,15
1059713,2016-11-22,Bulawayo,2016-11-21,Zimbabwe Tri-Nation Series,4.0,male,ODI,3807,Zimbabwe,bat,,,,50,,2016/17,"Zimbabwe, Sri Lanka",Queens Sports Club,5,0
903599,2015-10-23,Chennai,2015-10-22,South Africa in India ODI Series,4.0,male,ODI,3698,India,bat,India,35.0,,50,V Kohli,2015/16,"India, South Africa","MA Chidambaram Stadium, Chepauk",41,9
518957,2012-07-08,Perth,2012-02-08,Commonwealth Bank Series,2.0,male,ODI,3233,Sri Lanka,bat,India,,4.0,50,R Ashwin,2011/12,"India, Sri Lanka",Western Australia Cricket Association Ground,40,1
1068737,2017-04-08,Abu Dhabi,2017-04-02,ICC World Cricket League Championship,38.0,male,ODI,3859,Papua New Guinea,bat,Papua New Guinea,26.0,,50,,2017,"United Arab Emirates, Papua New Guinea",Sheikh Zayed Stadium,34,2
1144490,2019-06-06,Southampton,2019-06-05,World Cup,8.0,male,ODI,4150,South Africa,bat,India,,6.0,50,RG Sharma,2019,"India, South Africa",The Rose Bowl,35,5
520601,2012-07-08,Napier,2012-02-29,South Africa in New Zealand ODI Series,2.0,male,ODI,3252,South Africa,field,South Africa,,6.0,50,M Morkel,2011/12,"New Zealand, South Africa",McLean Park,54,5
1211173,2020-01-10,Al Amarat,2020-01-09,ICC Men's Cricket World Cup League 2,4.0,male,ODI,4228,Namibia,bat,United Arab Emirates,,8.0,50,Ahmed Raza,2019/20,"Namibia, United Arab Emirates",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),18,2
1421073,2024-03-14,Dubai,2024-03-07,ICC Men's Cricket World Cup League 2,11.0,male,ODI,4740,Canada,field,Canada,,5.0,50,H Thaker,2023/24,"Scotland, Canada",Dubai International Cricket Stadium,32,4
936141,2016-10-12,Port Elizabeth,2016-10-09,Australia in South Africa ODI Series,4.0,male,ODI,3792,Australia,bat,South Africa,,6.0,50,KJ Abbott,2016/17,"South Africa, Australia",St George's Park,39,4
343733,2015-08-23,,2008-08-20,India in Sri Lanka ODI Series,2.0,male,ODI,2745,India,field,India,,3.0,50,Z Khan,2008,"Sri Lanka, India",Rangiri Dambulla International Stadium,31,0
298806,2015-08-31,Cape Town,2008-01-25,West Indies in South Africa ODI Series,2.0,male,ODI,2664,South Africa,bat,South Africa,86.0,,50,SM Pollock,2007/08,"South Africa, West Indies",Newlands,42,3
1362380,2023-03-23,Harare,2023-03-23,Netherlands tour of Zimbabwe,2.0,male,ODI,4546,Zimbabwe,bat,Zimbabwe,1.0,,50,W Madhevere,2022/23,"Zimbabwe, Netherlands",Harare Sports Club,56,5
433565,2011-02-25,Nagpur,2011-02-25,ICC Cricket World Cup,8.0,male,ODI,3107,Australia,field,Australia,,7.0,50,MG Johnson,2010/11,"Australia, New Zealand","Vidarbha Cricket Association Stadium, Jamtha",43,1
1327509,2022-10-11,Lucknow,2022-10-06,South Africa tour of India,1.0,male,ODI,4470,India,field,South Africa,9.0,,50,H Klaasen,2022/23,"South Africa, India","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",48,8
1433371,2024-11-02,North Sound,2024-11-02,England tour of West Indies,2.0,male,ODI,4792,England,field,England,,5.0,50,LS Livingstone,2024/25,"West Indies, England","Sir Vivian Richards Stadium, North Sound, Antigua",41,26
817211,2015-07-16,Chittagong,2015-07-15,South Africa in Bangladesh ODI Series,3.0,male,ODI,3668,South Africa,bat,Bangladesh,,9.0,50,Soumya Sarkar,2015,"Bangladesh, South Africa",Zahur Ahmed Chowdhury Stadium,35,1
792291,2014-11-08,Ahmedabad,2014-11-06,Sri Lanka in India ODI Series,2.0,male,ODI,3540,Sri Lanka,bat,India,,6.0,50,AT Rayudu,2014/15,"India, Sri Lanka","Sardar Patel Stadium, Motera",48,11
1377747,2023-06-26,Harare,2023-06-18,ICC Cricket World Cup Qualifier,2.0,male,ODI,4586,United States of America,field,West Indies,39.0,,50,JO Holder,2023,"West Indies, United States of America","Takashinga Sports Club, Highfield, Harare",41,14
1305497,2022-03-26,Kirtipur,2022-03-26,Papua New Guinea tour of Nepal,2.0,male,ODI,4377,Nepal,bat,Papua New Guinea,,3.0,50,L Siaka,2021/22,"Nepal, Papua New Guinea","Tribhuvan University International Cricket Ground, Kirtipur",46,10
860269,2015-07-16,,2015-07-11,Pakistan in Sri Lanka ODI Series,1.0,male,ODI,3664,Pakistan,field,Pakistan,,6.0,50,Mohammad Hafeez,2015,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,48,9
410340,2009-11-11,Bulawayo,2009-08-16,Bangladesh in Zimbabwe ODI Series,4.0,male,ODI,2873,Zimbabwe,bat,Bangladesh,,4.0,50,CK Coventry,2009,"Zimbabwe, Bangladesh",Queens Sports Club,42,16
1119500,2020-06-02,Nagpur,2017-10-01,Australia tour of India,5.0,male,ODI,3919,Australia,bat,India,,7.0,50,RG Sharma,2017/18,"Australia, India","Vidarbha Cricket Association Stadium, Jamtha",43,7
1198247,2020-07-31,Southampton,2020-07-30,Ireland tour of England,1.0,male,ODI,4256,England,field,England,,6.0,50,DJ Willey,2020,"Ireland, England",The Rose Bowl,36,4
251495,2015-10-04,Auckland,2007-02-18,Chappell-Hadlee Trophy,2.0,male,ODI,2526,New Zealand,field,New Zealand,,5.0,50,LRPL Taylor,2006/07,"New Zealand, Australia",Eden Park,65,20
895815,2016-01-28,,2016-01-23,India in Australia ODI Series,5.0,male,ODI,3727,India,field,India,,6.0,50,MK Pandey,2015/16,"Australia, India",Sydney Cricket Ground,50,12
65030,2023-01-13,London,2003-06-20,Pakistan tour of England and Scotland,2.0,male,ODI,2026,Pakistan,bat,England,,7.0,50,ME Trescothick,2003,"Pakistan, England","Kennington Oval, London",46,2
1362379,2023-03-23,Harare,2023-03-21,Netherlands tour of Zimbabwe,1.0,male,ODI,4543,Netherlands,field,Netherlands,,3.0,50,AT Nidamanuru,2022/23,"Zimbabwe, Netherlands",Harare Sports Club,42,7
1215126,2020-02-17,Kirtipur,2020-02-11,ICC Men's Cricket World Cup League 2,29.0,male,ODI,4244,United States of America,field,Oman,92.0,,50,Aqib Ilyas,2019/20,"Oman, United States of America",Tribhuvan University International Cricket Ground,42,11
66309,2021-03-08,London,2004-07-06,NatWest Series,8.0,male,ODI,2140,West Indies,field,West Indies,,7.0,50,CH Gayle,2004,"England, West Indies",Lord's,46,11
415284,2009-10-01,Johannesburg,2009-09-30,ICC Champions Trophy,12.0,male,ODI,2904,India,field,India,,7.0,50,V Kohli,2009/10,"India, West Indies",New Wanderers Stadium,25,3
913649,2016-08-20,Dublin,2016-08-18,Pakistan in Ireland ODI Series,1.0,male,ODI,3767,Ireland,field,Pakistan,255.0,,50,,2016,"Ireland, Pakistan","The Village, Malahide",42,13
476600,2010-11-16,Mirpur,2010-10-17,New Zealand in Bangladesh ODI Series,5.0,male,ODI,3058,Bangladesh,bat,Bangladesh,3.0,,50,Rubel Hossain,2010/11,"Bangladesh, New Zealand",Shere Bangla National Stadium,23,5
313992,2015-09-04,Nairobi,2007-10-25,Bermuda in Kenya ODI Series,1.0,male,ODI,2638,Kenya,field,Kenya,,8.0,50,,2007/08,"Kenya, Bermuda",Gymkhana Club Ground,36,6
1307296,2022-06-14,Kandy,2022-06-14,Australia tour of Sri Lanka,1.0,male,ODI,4409,Sri Lanka,bat,Australia,,2.0,50,GJ Maxwell,2022,"Sri Lanka, Australia",Pallekele International Cricket Stadium,56,11
1381214,2023-07-28,Bridgetown,2023-07-27,India tour of West Indies,1.0,male,ODI,4622,India,field,India,,5.0,50,Kuldeep Yadav,2023,"West Indies, India","Kensington Oval, Bridgetown, Barbados",26,4
298797,2015-09-02,Port Elizabeth,2007-11-30,New Zealand in South Africa ODI Series,2.0,male,ODI,2650,South Africa,bat,New Zealand,,7.0,50,JM How,2007/08,"South Africa, New Zealand",St George's Park,43,4
293071,2015-09-15,Belfast,2007-06-23,,,male,ODI,2590,India,field,India,,9.0,50,G Gambhir,2007,"Ireland, India","Civil Service Cricket Club, Stormont",28,3
1022359,2017-06-09,Birmingham,2017-06-07,ICC Champions Trophy,7.0,male,ODI,3881,South Africa,bat,Pakistan,19.0,,50,Hasan Ali,2017,"Pakistan, South Africa",Edgbaston,24,4
514036,2012-01-15,East London,2012-01-14,Sri Lanka in South Africa ODI Series,2.0,male,ODI,3226,South Africa,field,South Africa,,5.0,50,JP Duminy,2011/12,"South Africa, Sri Lanka",Buffalo Park,31,7
300486,2015-09-15,Bulawayo,2007-08-22,South Africa in Zimbabwe ODI Series,1.0,male,ODI,2612,Zimbabwe,bat,South Africa,,5.0,50,GB Brent,2007,"Zimbabwe, South Africa",Queens Sports Club,40,4
1030221,2016-10-21,Delhi,2016-10-20,New Zealand in India ODI Series,2.0,male,ODI,3797,India,field,New Zealand,6.0,,50,KS Williamson,2016/17,"India, New Zealand",Feroz Shah Kotla,39,7
750675,2014-12-17,Colombo,2014-12-16,England in Sri Lanka ODI Series,7.0,male,ODI,3569,Sri Lanka,bat,Sri Lanka,87.0,,50,TM Dilshan,2014/15,"Sri Lanka, England",R Premadasa Stadium,40,5
566923,2013-06-01,London,2013-05-31,NatWest Series,1.0,male,ODI,3360,New Zealand,field,New Zealand,,5.0,50,MJ Guptill,2013,"England, New Zealand",Lord's,43,4
291220,2015-09-07,Colombo,2007-10-10,England in Sri Lanka ODI Series,4.0,male,ODI,2628,Sri Lanka,bat,England,,5.0,50,AN Cook,2007/08,"Sri Lanka, England",R Premadasa Stadium,30,1
1367985,2023-04-21,Kirtipur,2023-04-21,ACC Men's Premier Cup,7.0,male,ODI,4568,Oman,field,Nepal,84.0,,50,Kushal Malla,2023,"Nepal, Oman","Tribhuvan University International Cricket Ground, Kirtipur",52,16
1153314,2020-04-17,Dhaka,2018-12-09,West Indies tour of Bangladesh,1.0,male,ODI,4071,West Indies,bat,Bangladesh,,5.0,50,Mashrafe Mortaza,2018/19,"Bangladesh, West Indies","Shere Bangla National Stadium, Mirpur",27,5
256612,2015-11-20,Kuala Lumpur,2006-09-20,DLF Cup,5.0,male,ODI,2419,India,bat,India,16.0,,50,Harbhajan Singh,2006/07,"India, West Indies",Kinrara Academy Oval,30,2
1384411,2023-10-23,Mumbai,2023-10-21,ICC Cricket World Cup,20.0,male,ODI,4677,England,field,South Africa,229.0,,50,H Klaasen,2023/24,"South Africa, England","Wankhede Stadium, Mumbai",56,22
1153251,2020-06-02,,2018-09-23,Asia Cup,3.0,male,ODI,4044,Pakistan,bat,India,,9.0,50,S Dhawan,2018,"Pakistan, India",Dubai International Cricket Stadium,35,11
1389389,2023-09-24,Indore,2023-09-24,Australia tour of India,2.0,male,ODI,4654,Australia,field,India,99.0,,50,SS Iyer,2023/24,"India, Australia","Holkar Cricket Stadium, Indore",55,27
291365,2015-08-31,,2008-02-17,Commonwealth Bank Series,7.0,male,ODI,2680,Australia,bat,Australia,50.0,,50,MJ Clarke,2007/08,"Australia, India",Adelaide Oval,25,2
1109605,2020-05-31,,2017-08-20,India tour of Sri Lanka,1.0,male,ODI,3905,India,field,India,,9.0,50,S Dhawan,2017,"Sri Lanka, India",Rangiri Dambulla International Stadium,48,6
1120092,2020-06-03,Kanpur,2017-10-29,New Zealand tour of India,3.0,male,ODI,3932,New Zealand,field,India,6.0,,50,RG Sharma,2017/18,"India, New Zealand",Green Park,68,9
267708,2015-10-04,Chennai,2007-01-27,West Indies in India ODI Series,3.0,male,ODI,2487,West Indies,field,West Indies,,3.0,50,MN Samuels,2006/07,"India, West Indies","MA Chidambaram Stadium, Chepauk",56,5
434263,2010-01-12,Mirpur,2010-01-11,Tri-Nation Tournament in Bangladesh,6.0,male,ODI,2942,India,field,India,,6.0,50,V Kohli,2009/10,"Bangladesh, India",Shere Bangla National Stadium,49,4
710293,2014-03-01,Fatullah,2014-02-26,Asia Cup,2.0,male,ODI,3474,India,field,India,,6.0,50,V Kohli,2013/14,"Bangladesh, India",Khan Shaheb Osman Ali Stadium,49,10
1185320,2020-03-05,Bloemfontein,2020-03-04,Australia tour of South Africa,2.0,male,ODI,4252,Australia,bat,South Africa,,6.0,50,L Ngidi,2019/20,"South Africa, Australia",Mangaung Oval,36,8
361044,2015-05-08,Indore,2008-11-17,England in India ODI Series,2.0,male,ODI,2777,India,bat,India,54.0,,50,Yuvraj Singh,2008/09,"India, England",Maharani Usharaje Trust Cricket Ground,49,13
375457,2015-05-08,,2008-11-22,Sri Lanka in Zimbabwe ODI Series,2.0,male,ODI,2780,Zimbabwe,bat,Sri Lanka,,9.0,50,BAW Mendis,2008/09,"Zimbabwe, Sri Lanka",Harare Sports Club,11,0
64932,2020-12-04,Johannesburg,2005-02-25,Zimbabwe tour of South Africa,1.0,male,ODI,2229,Zimbabwe,field,South Africa,165.0,,50,MV Boucher,2004/05,"South Africa, Zimbabwe",The Wanderers Stadium,40,6
64898,2021-03-08,St George's,2004-05-19,Bangladesh tour of West Indies,3.0,male,ODI,2130,Bangladesh,bat,West Indies,,7.0,50,DS Smith,2004,"Bangladesh, West Indies",National Cricket Stadium,15,1
65270,2023-01-15,Benoni,2003-03-03,ICC World Cup,38.0,male,ODI,1977,New Zealand,field,New Zealand,,5.0,50,JM Davison,2002/03,"Canada, New Zealand","Willowmoore Park, Benoni",41,10
439144,2010-03-27,St Vincent,2010-03-14,Zimbabwe in West Indies ODI Series,5.0,male,ODI,2976,West Indies,field,West Indies,,4.0,50,CH Gayle,2009/10,"West Indies, Zimbabwe","Arnos Vale Ground, Kingstown",26,5
224556,2020-12-11,Rajkot,2005-11-09,Sri Lanka tour of India,6.0,male,ODI,2295,India,field,India,,7.0,50,RP Singh,2005/06,"Sri Lanka, India",Madhavrao Scindia Cricket Ground,54,3
656457,2015-03-15,Hobart,2015-03-07,ICC Cricket World Cup,30.0,male,ODI,3627,Zimbabwe,field,Ireland,5.0,,50,EC Joyce,2014/15,"Ireland, Zimbabwe",Bellerive Oval,56,15
736437,2014-08-18,Bulawayo,2014-08-17,South Africa in Zimbabwe ODI Series,1.0,male,ODI,3507,Zimbabwe,field,South Africa,93.0,,50,HM Amla,2014,"Zimbabwe, South Africa",Queens Sports Club,39,9
1339612,2023-01-12,Karachi,2023-01-11,New Zealand tour of Pakistan,2.0,male,ODI,4502,New Zealand,bat,New Zealand,79.0,,50,DP Conway,2022/23,"New Zealand, Pakistan","National Stadium, Karachi",40,4
1331367,2022-09-15,Port Moresby,2022-09-15,ICC Men's Cricket World Cup League 2,105.0,male,ODI,4466,Namibia,bat,Namibia,79.0,,50,,2022,"Namibia, United States of America","Amini Park, Port Moresby",26,2
534228,2012-08-28,Cardiff,2012-08-24,NatWest Series,1.0,male,ODI,3296,South Africa,field,,,,50,,2012,"England, South Africa",Sophia Gardens,3,2
540169,2012-07-08,St Vincent,2012-03-18,Australia in West Indies ODI Series,2.0,male,ODI,3264,West Indies,field,West Indies,,5.0,50,SP Narine,2011/12,"West Indies, Australia","Arnos Vale Ground, Kingstown",19,8
560926,2012-07-15,St Kitts,2012-07-14,New Zealand in West Indies ODI Series,4.0,male,ODI,3289,West Indies,bat,West Indies,24.0,,50,SP Narine,2012,"West Indies, New Zealand","Warner Park, Basseterre",31,15
377313,2009-11-10,Jamaica,2009-06-26,India in West Indies ODI Series,1.0,male,ODI,2852,India,bat,India,20.0,,50,Yuvraj Singh,2009,"West Indies, India","Sabina Park, Kingston",42,23
1153695,2020-04-07,Wellington,2019-02-03,India tour of New Zealand,5.0,male,ODI,4092,India,bat,India,35.0,,50,AT Rayudu,2018/19,"New Zealand, India",Westpac Stadium,36,14
64820,2023-01-13,Kingston,2003-05-17,Australia tour of West Indies,1.0,male,ODI,2011,West Indies,field,Australia,2.0,,50,RT Ponting,2003,"Australia, West Indies","Sabina Park, Kingston, Jamaica",44,2
1358090,2023-03-14,Kirtipur,2023-03-13,ICC Men's Cricket World Cup League 2,138.0,male,ODI,4535,Nepal,field,Nepal,,9.0,50,S Lamichhane,2022/23,"Papua New Guinea, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",22,6
452148,2010-08-22,Bulawayo,2010-06-01,Zimbabwe Triangular Series,3.0,male,ODI,2985,Sri Lanka,field,Sri Lanka,,9.0,50,S Randiv,2010,"Zimbabwe, Sri Lanka",Queens Sports Club,19,3
914231,2016-02-03,Auckland,2016-02-03,Chappell-Hadlee Trophy,1.0,male,ODI,3731,Australia,field,New Zealand,159.0,,50,MJ Guptill,2015/16,"New Zealand, Australia",Eden Park,43,17
1022375,2017-06-19,London,2017-06-18,ICC Champions Trophy,,male,ODI,3894,India,field,Pakistan,180.0,,50,Fakhar Zaman,2017,"India, Pakistan",Kennington Oval,41,15
455232,2010-08-22,,2010-06-16,Asia Cup,2.0,male,ODI,2993,Bangladesh,bat,India,,6.0,50,G Gambhir,2010,"Bangladesh, India",Rangiri Dambulla International Stadium,26,2
249748,2015-10-22,Mumbai,2006-10-18,ICC Champions Trophy,10.0,male,ODI,2432,West Indies,bat,West Indies,10.0,,50,RS Morton,2006/07,"Australia, West Indies",Brabourne Stadium,48,3
239919,2015-12-09,Trinidad,2006-05-28,India in West Indies ODI Series,5.0,male,ODI,2382,India,field,West Indies,19.0,,50,DJ Bravo,2006,"West Indies, India","Queen's Park Oval, Port of Spain",39,2
635657,2013-08-01,Colombo,2013-07-31,South Africa in Sri Lanka ODI Series,5.0,male,ODI,3401,Sri Lanka,bat,Sri Lanka,128.0,,50,TM Dilshan,2013,"Sri Lanka, South Africa",R Premadasa Stadium,56,3
657641,2014-01-05,,2013-12-22,Pakistan v Sri Lanka ODI Series,3.0,male,ODI,3447,Sri Lanka,field,Pakistan,113.0,,50,Mohammad Hafeez,2013/14,"Pakistan, Sri Lanka",Sharjah Cricket Stadium,44,17
66372,2022-06-20,Hyderabad,2003-11-15,TVS Cup (India),9.0,male,ODI,2062,India,bat,India,145.0,,50,V Sehwag,2003/04,"India, New Zealand","Lal Bahadur Shastri Stadium, Hyderabad, Deccan",61,7
1252069,2021-03-11,North Sound,2021-03-10,West Indies v Sri Lanka,1.0,male,ODI,4276,Sri Lanka,bat,West Indies,,8.0,50,SD Hope,2020/21,"West Indies, Sri Lanka",Sir Vivian Richards Stadium,39,4
1348643,2023-01-11,Guwahati,2023-01-10,Sri Lanka tour of India,1.0,male,ODI,4501,Sri Lanka,field,India,67.0,,50,V Kohli,2022/23,"India, Sri Lanka","Barsapara Cricket Stadium, Guwahati",78,12
247490,2015-09-26,Guyana,2007-04-07,ICC World Cup,34.0,male,ODI,2564,South Africa,field,Bangladesh,67.0,,50,Mohammad Ashraful,2006/07,"Bangladesh, South Africa",Providence Stadium,36,6
1365097,2023-03-30,Windhoek,2023-03-30,ICC Cricket World Cup Qualifier Play-off,6.0,male,ODI,4555,Jersey,bat,Namibia,,8.0,50,M van Lingen,2023,"Jersey, Namibia","Wanderers Cricket Ground, Windhoek",37,9
1196672,2019-08-17,Aberdeen,2019-08-17,ICC Men's Cricket World Cup League 2,3.0,male,ODI,4201,Scotland,field,Scotland,,3.0,50,,2019,"Scotland, Papua New Guinea",Mannofield Park,31,4
914227,2016-01-27,Wellington,2016-01-25,Pakistan in New Zealand ODI Series,1.0,male,ODI,3728,Pakistan,field,New Zealand,70.0,,50,HM Nicholls,2015/16,"New Zealand, Pakistan",Basin Reserve,37,10
1339595,2023-01-29,Bloemfontein,2023-01-27,England tour of South Africa,1.0,male,ODI,4512,South Africa,bat,South Africa,27.0,,50,SSB Magala,2022/23,"South Africa, England","Mangaung Oval, Bloemfontein",49,11
1358086,2023-03-07,Dubai,2023-03-06,ICC Men's Cricket World Cup League 2,134.0,male,ODI,4530,Nepal,bat,Nepal,42.0,,50,B Sharki,2022/23,"Nepal, United Arab Emirates",Dubai International Cricket Stadium,26,8
64836,2023-01-12,Rawalpindi,2003-09-18,Bangladesh tour of Pakistan,4.0,male,ODI,2044,Bangladesh,bat,Pakistan,,5.0,50,Yousuf Youhana,2003,"Bangladesh, Pakistan",Rawalpindi Cricket Stadium,28,1
221083,2020-12-11,Melbourne,2005-10-07,ICC World XI tour of Australia,2.0,male,ODI,2283,Australia,bat,Australia,55.0,,50,AC Gilchrist,2005/06,"Australia, ICC World XI",Docklands Stadium,48,9
65661,2020-12-04,Sydney,2005-01-23,VB Series,5.0,male,ODI,2209,Australia,field,Australia,,9.0,50,MJ Clarke,2004/05,"Pakistan, Australia",Sydney Cricket Ground,30,5
1153841,2020-04-07,Mount Maunganui,2019-01-05,Sri Lanka tour of New Zealand,2.0,male,ODI,4075,New Zealand,bat,New Zealand,21.0,,50,NLTC Perera,2018/19,"New Zealand, Sri Lanka",Bay Oval,49,20
1420530,2024-02-18,Kirtipur,2024-02-17,ICC Men's Cricket World Cup League 2,2.0,male,ODI,4731,Nepal,field,Nepal,,9.0,50,K Bhurtel,2023/24,"Netherlands, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",26,10
1022363,2017-06-10,Cardiff,2017-06-09,ICC Champions Trophy,9.0,male,ODI,3883,New Zealand,bat,Bangladesh,,5.0,50,Shakib Al Hasan,2017,"Bangladesh, New Zealand",Sophia Gardens,49,4
754749,2015-01-18,,2015-01-18,Carlton Mid One-Day International Tri-Series,2.0,male,ODI,3582,India,bat,Australia,,4.0,50,MA Starc,2014/15,"Australia, India",Melbourne Cricket Ground,43,8
247469,2015-09-23,Jamaica,2007-03-19,ICC World Cup,13.0,male,ODI,2543,West Indies,field,West Indies,,6.0,50,SC Williams,2006/07,"West Indies, Zimbabwe","Sabina Park, Kingston",33,7
848847,2015-08-27,Durban,2015-08-26,New Zealand in South Africa ODI Series,3.0,male,ODI,3678,South Africa,bat,South Africa,62.0,,50,AB de Villiers,2015,"South Africa, New Zealand",Kingsmead,49,5
1243394,2021-03-28,Pune,2021-03-26,England tour of India,2.0,male,ODI,4283,England,field,England,,6.0,50,JM Bairstow,2020/21,"India, England",Maharashtra Cricket Association Stadium,44,34
