match_id,created,city,dates,event_name,match_number,gender,match_type,match_type_number,toss_winner,toss_decision,outcome_winner,outcome_by_runs,outcome_by_wickets,overs,player_of_match,season,teams,venue,total_fours,total_sixes
1377772,2023-07-03,Harare,2023-07-03,ICC Cricket World Cup Qualifier,25.0,male,ODI,4611,Oman,field,Netherlands,74.0,,50,Vikramjit Singh,2023,"Netherlands, Oman",Harare Sports Club,56,11
667893,2014-05-29,Manchester,2014-05-28,Sri Lanka in England ODI Series,3.0,male,ODI,3494,England,field,England,,10.0,50,CJ Jordan,2014,"England, Sri Lanka",Old Trafford,12,1
65639,2023-01-16,Adelaide,2003-01-19,VB Series,11.0,male,ODI,1938,England,bat,Australia,,4.0,50,NW Bracken,2002/03,"England, Australia",Adelaide Oval,18,1
64881,2021-03-08,Harare,2004-03-14,Bangladesh tour of Zimbabwe,5.0,male,ODI,2113,Bangladesh,bat,Zimbabwe,,3.0,50,Khaled Mahmud,2003/04,"Bangladesh, Zimbabwe",Harare Sports Club,34,2
868729,2015-05-29,Lahore,2015-05-29,Zimbabwe in Pakistan ODI Series,2.0,male,ODI,3652,Pakistan,field,Pakistan,,6.0,50,Azhar Ali,2015,"Pakistan, Zimbabwe",Gaddafi Stadium,44,6
65269,2023-01-15,Gqeberha,2003-03-02,ICC World Cup,37.0,male,ODI,1976,England,bat,Australia,,2.0,50,AJ Bichel,2002/03,"England, Australia","St George's Park, Port Elizabeth",34,6
1445038,2024-08-20,Rotterdam,2024-08-19,ICC Men's Cricket World Cup League 2,23.0,male,ODI,4759,Canada,field,United States of America,50.0,,50,SK Patel,2024,"United States of America, Canada","Hazelaarweg, Rotterdam",44,2
65286,2023-01-15,Johannesburg,2003-03-23,ICC World Cup,,male,ODI,1993,India,field,Australia,125.0,,50,RT Ponting,2002/03,"Australia, India","New Wanderers Stadium, Johannesburg",45,14
565814,2013-02-17,Ranchi,2013-01-19,England in India ODI Series,3.0,male,ODI,3322,India,field,India,,7.0,50,V Kohli,2012/13,"India, England",JSCA International Stadium Complex,37,2
1262757,2021-07-24,Colombo,2021-07-23,India tour of Sri Lanka,3.0,male,ODI,4312,India,bat,Sri Lanka,,3.0,50,WIA Fernando,2021,"India, Sri Lanka","R Premadasa Stadium, Colombo",48,2
235831,2016-06-26,Peshawar,2006-02-06,India in Pakistan ODI Series,1.0,male,ODI,2324,Pakistan,field,Pakistan,7.0,,50,Salman Butt,2005/06,"Pakistan, India",Arbab Niaz Stadium,79,8
249213,2015-10-17,Port Elizabeth,2006-11-29,India in South Africa ODI Series,4.0,male,ODI,2452,South Africa,bat,South Africa,80.0,,50,HH Gibbs,2006/07,"South Africa, India",St George's Park,41,7
1115795,2020-06-03,Whangarei,2017-12-20,West Indies tour of New Zealand,1.0,male,ODI,3943,New Zealand,field,New Zealand,,5.0,50,DAJ Bracewell,2017/18,"West Indies, New Zealand",Cobham Oval (New),46,6
238214,2016-06-20,Colombo,2006-03-19,Pakistan in Sri Lanka ODI Series,2.0,male,ODI,2352,Pakistan,field,Pakistan,,4.0,50,Abdul Razzaq,2005/06,"Sri Lanka, Pakistan",R Premadasa Stadium,15,1
1377773,2023-07-06,Bulawayo,2023-07-04,ICC Cricket World Cup Qualifier,26.0,male,ODI,4612,Zimbabwe,field,Scotland,31.0,,50,CB Sole,2023,"Scotland, Zimbabwe","Queens Sports Club, Bulawayo",36,5
65638,2023-01-16,Adelaide,2003-01-17,VB Series,10.0,male,ODI,1937,England,bat,England,19.0,,50,AR Caddick,2002/03,"England, Sri Lanka",Adelaide Oval,36,5
1445039,2024-08-21,Rotterdam,2024-08-21,ICC Men's Cricket World Cup League 2,24.0,male,ODI,4760,United States of America,field,Netherlands,27.0,,50,MP O'Dowd,2024,"Netherlands, United States of America","Hazelaarweg, Rotterdam",31,4
65268,2023-01-15,Centurion,2003-03-01,ICC World Cup,36.0,male,ODI,1975,Pakistan,bat,India,,6.0,50,SR Tendulkar,2002/03,"Pakistan, India","SuperSport Park, Centurion",51,3
565815,2013-02-17,Chandigarh,2013-01-23,England in India ODI Series,4.0,male,ODI,3327,India,field,India,,5.0,50,SK Raina,2012/13,"India, England","Punjab Cricket Association Stadium, Mohali",61,5
1262756,2021-07-20,Colombo,2021-07-20,India tour of Sri Lanka,2.0,male,ODI,4309,Sri Lanka,bat,India,,3.0,50,DL Chahar,2021,"Sri Lanka, India","R Premadasa Stadium, Colombo",54,2
267710,2015-10-04,Kolkata,2007-02-08,Sri Lanka in India ODI Series,1.0,male,ODI,2514,India,field,,,,50,,2006/07,"India, Sri Lanka",Eden Gardens,19,0
249212,2015-10-17,Cape Town,2006-11-26,India in South Africa ODI Series,3.0,male,ODI,2449,South Africa,bat,South Africa,106.0,,50,JM Kemp,2006/07,"South Africa, India",Newlands,44,13
540171,2012-07-08,St Lucia,2012-03-23,Australia in West Indies ODI Series,4.0,male,ODI,3268,Australia,field,West Indies,42.0,,50,KA Pollard,2011/12,"West Indies, Australia","Beausejour Stadium, Gros Islet",52,19
534230,2012-09-02,London,2012-08-31,NatWest Series,3.0,male,ODI,3300,South Africa,bat,England,,4.0,50,EJG Morgan,2012,"England, South Africa",Kennington Oval,35,3
1144148,2020-05-13,Paarl,2018-10-06,Zimbabwe tour of South Africa,3.0,male,ODI,4051,Zimbabwe,bat,South Africa,,4.0,50,H Klaasen,2018/19,"Zimbabwe, South Africa",Boland Park,50,3
566940,2013-09-05,Dublin,2013-09-03,RSA Challenge,,male,ODI,3409,England,field,England,,6.0,50,EJG Morgan,2013,"Ireland, England","The Village, Malahide",50,12
66297,2023-01-13,Manchester,2003-07-03,NatWest Series,5.0,male,ODI,2032,England,bat,South Africa,,7.0,50,JH Kallis,2003,"England, South Africa","Old Trafford, Manchester",31,3
1312809,2022-06-17,Pearland,2022-06-15,ICC Men's Cricket World Cup League 2,90.0,male,ODI,4411,Nepal,field,United States of America,39.0,,50,G Singh,2022,"United States of America, Nepal","Moosa Cricket Stadium, Pearland",36,3
351686,2013-03-05,,2009-01-23,South Africa in Australia ODI Series,3.0,male,ODI,2802,Australia,bat,South Africa,,3.0,50,JA Morkel,2008/09,"Australia, South Africa",Sydney Cricket Ground,49,4
936163,2017-02-12,Johannesburg,2017-02-04,Sri Lanka in South Africa ODI Series,3.0,male,ODI,3831,South Africa,field,South Africa,,7.0,50,D Pretorius,2016/17,"South Africa, Sri Lanka",New Wanderers Stadium,31,1
1251574,2021-04-07,Centurion,2021-04-07,Pakistan tour of South Africa,3.0,male,ODI,4287,South Africa,field,Pakistan,28.0,,50,Babar Azam,2021,"Pakistan, South Africa","SuperSport Park, Centurion",48,17
1302624,2022-03-16,Sharjah,2022-03-16,ICC Men's Cricket World Cup League 2,68.0,male,ODI,4368,Papua New Guinea,bat,Nepal,,2.0,50,RK Paudel,2021/22,"Papua New Guinea, Nepal",Sharjah Cricket Stadium,29,3
249750,2015-10-20,Jaipur,2006-10-21,ICC Champions Trophy,12.0,male,ODI,2434,Australia,field,Australia,,6.0,50,DR Martyn,2006/07,"Australia, England",Sawai Mansingh Stadium,36,0
1358088,2023-03-11,Kirtipur,2023-03-10,ICC Men's Cricket World Cup League 2,136.0,male,ODI,4533,United Arab Emirates,field,Papua New Guinea,56.0,,50,S Bau,2022/23,"Papua New Guinea, United Arab Emirates","Tribhuvan University International Cricket Ground, Kirtipur",41,11
452150,2010-08-22,,2010-06-05,Zimbabwe Triangular Series,5.0,male,ODI,2988,Sri Lanka,field,Sri Lanka,,6.0,50,LD Chandimal,2010,"India, Sri Lanka",Harare Sports Club,47,10
1251962,2021-06-03,Utrecht,2021-06-02,Ireland tour of Netherlands,1.0,male,ODI,4293,Netherlands,bat,Netherlands,1.0,,50,T van der Gugten,2021,"Netherlands, Ireland","Sportpark Maarschalkerweerd, Utrecht",33,4
1408107,2023-12-15,Harare,2023-12-15,Ireland tour of Zimbabwe,2.0,male,ODI,4710,Zimbabwe,bat,Ireland,,4.0,50,J Little,2023/24,"Zimbabwe, Ireland",Harare Sports Club,36,1
64838,2022-06-21,Lahore,2003-10-03,South Africa tour of Pakistan,1.0,male,ODI,2046,Pakistan,bat,Pakistan,8.0,,50,Shoaib Malik,2003/04,"Pakistan, South Africa","Gaddafi Stadium, Lahore",34,9
1133022,2020-05-26,,2018-03-16,ICC Cricket World Cup Qualifier (ICC Trophy),25.0,male,ODI,3999,Ireland,field,Zimbabwe,107.0,,50,Sikandar Raza,2017/18,"Zimbabwe, Ireland",Harare Sports Club,22,8
66385,2021-03-08,Melbourne,2004-12-05,New Zealand tour of Australia,1.0,male,ODI,2196,New Zealand,field,New Zealand,,4.0,50,HJH Marshall,2004/05,"Australia, New Zealand",Docklands Stadium,32,1
247488,2015-09-26,Guyana,2007-04-03,ICC World Cup,32.0,male,ODI,2562,South Africa,field,South Africa,,7.0,50,JH Kallis,2006/07,"Ireland, South Africa",Providence Stadium,32,3
423785,2010-03-27,Christchurch,2010-02-11,Bangladesh in New Zealand ODI Series,3.0,male,ODI,2953,New Zealand,field,New Zealand,,3.0,50,MJ Guptill,2009/10,"New Zealand, Bangladesh",AMI Stadium,48,7
247467,2015-09-23,St Lucia,2007-03-18,ICC World Cup,11.0,male,ODI,2541,Canada,field,England,51.0,,50,PD Collingwood,2006/07,"Canada, England","Beausejour Stadium, Gros Islet",45,7
743981,2015-09-09,Manchester,2015-09-08,Australia in England ODI Series,3.0,male,ODI,3682,England,bat,England,93.0,,50,JWA Taylor,2015,"England, Australia",Old Trafford,44,3
1153635,2020-06-04,Dhaka,2018-10-21,Zimbabwe tour of Bangladesh,1.0,male,ODI,4057,Bangladesh,bat,Bangladesh,28.0,,50,Imrul Kayes,2018/19,"Bangladesh, Zimbabwe","Shere Bangla National Stadium, Mirpur",36,17
1336052,2023-09-13,Cardiff,2023-09-08,New Zealand tour of England,1.0,male,ODI,4636,New Zealand,field,New Zealand,,8.0,50,DP Conway,2023,"England, New Zealand","Sophia Gardens, Cardiff",52,15
1419829,2024-03-19,Chattogram,2024-03-18,Sri Lanka tour of Bangladesh,3.0,male,ODI,4745,Sri Lanka,bat,Bangladesh,,4.0,50,Rishad Hossain,2023/24,"Sri Lanka, Bangladesh","Zahur Ahmed Chowdhury Stadium, Chattogram",43,12
1252071,2021-03-16,North Sound,2021-03-14,West Indies v Sri Lanka,3.0,male,ODI,4278,West Indies,field,West Indies,,5.0,50,DM Bravo,2020/21,"West Indies, Sri Lanka",Sir Vivian Richards Stadium,39,15
1388406,2023-09-13,Colombo,2023-09-10,Asia Cup,9.0,male,ODI,4639,Pakistan,field,India,228.0,,50,V Kohli,2023,"India, Pakistan","R Premadasa Stadium, Colombo",45,10
249746,2015-10-24,Mumbai,2006-10-16,ICC Champions Trophy,8.0,male,ODI,2430,South Africa,field,New Zealand,87.0,,50,SP Fleming,2006/07,"New Zealand, South Africa",Brabourne Stadium,30,0
1312798,2022-05-29,Pearland,2022-05-28,ICC Men's Cricket World Cup League 2,79.0,male,ODI,4390,United States of America,bat,United States of America,104.0,,50,SN Netravalkar,2022,"United States of America, Scotland","Choice Moosa Stadium, Pearland",49,5
335355,2015-08-26,Karachi,2008-07-02,Asia Cup,10.0,male,ODI,2730,India,bat,Pakistan,,8.0,50,Younis Khan,2008,"Pakistan, India",National Stadium,61,5
578620,2013-06-14,Birmingham,2013-06-12,ICC Champions Trophy,7.0,male,ODI,3369,Australia,bat,,,,50,,2013,"Australia, New Zealand",Edgbaston,26,2
239917,2015-12-10,St Kitts,2006-05-23,India in West Indies ODI Series,3.0,male,ODI,2380,India,bat,West Indies,,4.0,50,RR Sarwan,2006,"West Indies, India","Warner Park, Basseterre",37,7
770127,2014-10-18,Dharmasala,2014-10-17,West Indies in India ODI Series,4.0,male,ODI,3535,West Indies,field,India,59.0,,50,V Kohli,2014/15,"India, West Indies",Himachal Pradesh Cricket Association Stadium,55,19
452146,2010-08-22,Bulawayo,2010-05-28,Zimbabwe Triangular Series,1.0,male,ODI,2981,India,bat,Zimbabwe,,6.0,50,BRM Taylor,2010,"Zimbabwe, India",Queens Sports Club,35,11
1262347,2021-05-28,Dhaka,2021-05-28,Sri Lanka tour of Bangladesh,3.0,male,ODI,4292,Sri Lanka,bat,Sri Lanka,97.0,,50,PVD Chameera,2021,"Sri Lanka, Bangladesh","Shere Bangla National Stadium, Mirpur",28,7
601613,2013-05-29,Dublin,2013-05-26,Pakistan in Ireland ODI Series,2.0,male,ODI,3358,Pakistan,field,Pakistan,,2.0,50,Kamran Akmal,2013,"Ireland, Pakistan",Clontarf Cricket Club Ground,46,7
1115805,2020-05-10,Hamilton,2018-01-16,Pakistan tour of New Zealand,4.0,male,ODI,3953,Pakistan,bat,New Zealand,,5.0,50,C de Grandhomme,2017/18,"Pakistan, New Zealand",Seddon Park,43,17
1275251,2021-09-17,Al Amarat,2021-09-16,ICC Men's Cricket World Cup League 2,39.0,male,ODI,4326,Oman,field,Oman,,4.0,50,Mohammad Nadeem,2021,"United States of America, Oman",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),19,11
238193,2016-06-19,Jamshedpur,2006-04-12,England in India ODI Series,6.0,male,ODI,2361,India,bat,England,,5.0,50,AJ Strauss,2005/06,"India, England",Keenan Stadium,44,5
1170456,2020-04-10,Dubai,2019-01-28,Nepal tour of United Arab Emirates,3.0,male,ODI,4089,Nepal,field,Nepal,,4.0,50,P Khadka,2018/19,"United Arab Emirates, Nepal",ICC Academy,50,10
1027315,2017-04-02,Antigua,2017-03-03,England in West Indies ODI Series,1.0,male,ODI,3845,West Indies,field,England,45.0,,50,EJG Morgan,2016/17,"West Indies, England","Sir Vivian Richards Stadium, North Sound",41,9
325569,2015-08-26,King City,2008-06-29,Bermuda in Canada ODI Series,2.0,male,ODI,2725,Canada,field,Bermuda,11.0,,50,S Dhaniram,2008,"Canada, Bermuda",Maple Leaf North-West Ground,27,1
1365099,2023-04-01,Windhoek,2023-04-01,ICC Cricket World Cup Qualifier Play-off,8.0,male,ODI,4559,Canada,bat,United Arab Emirates,,6.0,50,Waseem Muhammad,2023,"Canada, United Arab Emirates","Wanderers Cricket Ground, Windhoek",37,10
1388410,2023-09-16,Colombo,2023-09-14,Asia Cup,11.0,male,ODI,4644,Pakistan,bat,Sri Lanka,,2.0,50,BKG Mendis,2023,"Pakistan, Sri Lanka","R Premadasa Stadium, Colombo",41,8
65803,2023-01-14,Sharjah,2003-04-03,Cherry Blossom Sharjah Cup,1.0,male,ODI,1994,Pakistan,bat,Pakistan,68.0,,50,Abdul Razzaq,2002/03,"Pakistan, Zimbabwe",Sharjah Cricket Association Stadium,34,13
291347,2015-09-02,Hobart,2007-12-20,Chappell-Hadlee Trophy,3.0,male,ODI,2657,New Zealand,field,Australia,114.0,,50,RT Ponting,2007/08,"Australia, New Zealand",Bellerive Oval,42,6
1188377,2019-08-19,Deventer,2019-06-19,Zimbabwe tour of Netherlands and Ireland,1.0,male,ODI,4164,Zimbabwe,bat,Netherlands,,7.0,50,,2019,"Netherlands, Zimbabwe",Sportpark Het Schootsveld,41,5
754751,2015-01-16,,2015-01-16,Carlton Mid One-Day International Tri-Series,1.0,male,ODI,3578,England,bat,Australia,,3.0,50,MA Starc,2014/15,"Australia, England",Sydney Cricket Ground,46,5
247471,2015-09-23,St Lucia,2007-03-20,ICC World Cup,14.0,male,ODI,2544,Kenya,field,New Zealand,148.0,,50,LRPL Taylor,2006/07,"Kenya, New Zealand","Beausejour Stadium, Gros Islet",36,16
473924,2013-02-28,,2011-01-26,Pakistan in New Zealand ODI Series,2.0,male,ODI,3088,New Zealand,field,,,,50,,2010/11,"New Zealand, Pakistan",Queenstown Events Centre,4,1
423793,2010-03-27,Hamilton,2010-03-09,Chappell-Hadlee Trophy,3.0,male,ODI,2971,Australia,field,Australia,,6.0,50,BJ Haddin,2009/10,"New Zealand, Australia",Seddon Park,42,12
386534,2013-03-04,Colombo,2009-02-08,India in Sri Lanka ODI Series,5.0,male,ODI,2818,Sri Lanka,bat,Sri Lanka,68.0,,50,KC Sangakkara,2008/09,"Sri Lanka, India",R Premadasa Stadium,54,5
64896,2021-03-08,Kingstown,2004-05-15,Bangladesh tour of West Indies,1.0,male,ODI,2128,West Indies,field,West Indies,,1.0,50,IDR Bradshaw,2004,"Bangladesh, West Indies",Arnos Vale Ground,12,3
538069,2011-12-08,Mirpur,2011-12-01,Pakistan in Bangladesh ODI Series,1.0,male,ODI,3218,Bangladesh,bat,Pakistan,,5.0,50,Shahid Afridi,2011/12,"Bangladesh, Pakistan",Shere Bangla National Stadium,20,1
1377765,2023-06-27,Bulawayo,2023-06-27,ICC Cricket World Cup Qualifier,20.0,male,ODI,4604,United Arab Emirates,field,Ireland,138.0,,50,PR Stirling,2023,"Ireland, United Arab Emirates",Bulawayo Athletic Club,45,22
1450692,2024-09-25,Windhoek,2024-09-20,ICC Men's Cricket World Cup League 2,29.0,male,ODI,4767,United Arab Emirates,field,United Arab Emirates,,1.0,50,V Sukumaran,2024,"Namibia, United Arab Emirates","United Cricket Club Ground, Windhoek",48,26
297801,2015-09-02,Guwahati,2007-11-05,Pakistan in India ODI Series,1.0,male,ODI,2643,Pakistan,bat,India,,5.0,50,MS Dhoni,2007/08,"India, Pakistan",Nehru Stadium,51,3
1343685,2022-11-21,Kirtipur,2022-11-18,United Arab Emirates tour of Nepal,3.0,male,ODI,4476,Nepal,field,Nepal,,6.0,50,Aasif Sheikh,2022/23,"United Arab Emirates, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",37,6
366625,2013-03-04,Auckland,2009-03-14,India in New Zealand ODI Series,5.0,male,ODI,2825,India,bat,New Zealand,,8.0,50,JD Ryder,2008/09,"New Zealand, India",Eden Park,24,11
226359,2020-12-11,Mumbai,2005-11-28,South Africa tour of India,5.0,male,ODI,2300,India,field,India,,5.0,50,R Dravid,2005/06,"South Africa, India",Wankhede Stadium,44,2
518963,2012-07-08,Brisbane,2012-02-21,Commonwealth Bank Series,8.0,male,ODI,3246,Sri Lanka,bat,Sri Lanka,51.0,,50,KMDN Kulasekara,2011/12,"India, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",37,2
1331369,2022-09-20,Port Moresby,2022-09-20,ICC Men's Cricket World Cup League 2,107.0,male,ODI,4468,Namibia,bat,Namibia,167.0,,50,,2022,"Namibia, Papua New Guinea","Amini Park, Port Moresby",34,8
351690,2013-03-04,,2009-02-06,Chappell-Hadlee Trophy,2.0,male,ODI,2816,New Zealand,field,New Zealand,,6.0,50,MJ Clarke,2008/09,"Australia, New Zealand",Melbourne Cricket Ground,33,0
319144,2015-08-24,Grenada,2008-06-27,Australia in West Indies ODI Series,2.0,male,ODI,2719,Australia,bat,Australia,63.0,,50,MJ Clarke,2008,"West Indies, Australia","National Cricket Stadium, St George's",25,3
1442990,2024-08-06,Colombo,2024-08-02,India tour of Sri Lanka,1.0,male,ODI,4752,Sri Lanka,bat,,,,50,DN Wellalage,2024,"Sri Lanka, India","R Premadasa Stadium, Colombo",44,11
403372,2009-11-11,,2009-08-03,Pakistan in Sri Lanka ODI Series,3.0,male,ODI,2867,Sri Lanka,field,Sri Lanka,,6.0,50,DPMD Jayawardene,2009,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,58,7
736439,2014-08-20,Bulawayo,2014-08-19,South Africa in Zimbabwe ODI Series,2.0,male,ODI,3508,Zimbabwe,field,South Africa,61.0,,50,WD Parnell,2014,"Zimbabwe, South Africa",Queens Sports Club,33,8
914213,2016-01-05,Nelson,2016-01-02,Sri Lanka in New Zealand ODI Series,4.0,male,ODI,3718,Sri Lanka,field,,,,50,,2015/16,"New Zealand, Sri Lanka",Saxton Oval,6,3
749773,2014-10-24,Mount Maunganui,2014-10-24,South Africa in New Zealand ODI Series,2.0,male,ODI,3537,New Zealand,field,South Africa,72.0,,50,HM Amla,2014/15,"New Zealand, South Africa",Bay Oval,49,4
300488,2015-09-15,,2007-08-26,South Africa in Zimbabwe ODI Series,3.0,male,ODI,2615,South Africa,bat,South Africa,28.0,,50,AB de Villiers,2007,"Zimbabwe, South Africa",Harare Sports Club,55,17
514038,2012-01-23,Kimberley,2012-01-20,Sri Lanka in South Africa ODI Series,4.0,male,ODI,3228,South Africa,bat,Sri Lanka,,5.0,50,NLTC Perera,2011/12,"South Africa, Sri Lanka",De Beers Diamond Oval,39,15
65655,2021-03-08,Melbourne,2004-02-06,VB Series,,male,ODI,2097,India,bat,Australia,,7.0,50,RT Ponting,2003/04,"India, Australia",Melbourne Cricket Ground,36,5
564785,2012-08-10,,2012-08-04,India in Sri Lanka ODI Series,5.0,male,ODI,3295,India,bat,India,20.0,,50,IK Pathan,2012,"Sri Lanka, India",Pallekele International Cricket Stadium,51,4
1022357,2017-06-07,Cardiff,2017-06-06,ICC Champions Trophy,6.0,male,ODI,3880,New Zealand,field,England,87.0,,50,JT Ball,2017,"England, New Zealand",Sophia Gardens,37,11
430890,2013-03-02,Delhi,2009-12-27,Sri Lanka in India ODI Series,5.0,male,ODI,2936,India,field,,,,50,,2009/10,"India, Sri Lanka",Feroz Shah Kotla,8,0
730083,2014-07-06,Colombo,2014-07-06,South Africa in Sri Lanka ODI Series,1.0,male,ODI,3500,South Africa,bat,South Africa,75.0,,50,HM Amla,2014,"Sri Lanka, South Africa",R Premadasa Stadium,42,6
64855,2022-06-20,Rawalpindi,2003-12-05,New Zealand tour of Pakistan,4.0,male,ODI,2073,New Zealand,bat,Pakistan,,7.0,50,Imran Farhat,2003/04,"New Zealand, Pakistan",Rawalpindi Cricket Stadium,38,1
226375,2016-06-26,Brisbane,2006-01-15,VB Series,2.0,male,ODI,2314,Australia,bat,South Africa,,5.0,50,SM Pollock,2005/06,"Australia, South Africa","Brisbane Cricket Ground, Woolloongabba",38,6
216669,2020-12-05,Durban,2005-08-21,Asia XI tour of South Africa,3.0,male,ODI,2271,Africa XI,bat,,,,50,Shoaib Akhtar,2005,"Africa XI, Asia XI",Kingsmead,12,0
433584,2011-04-25,Chandigarh,2011-03-11,ICC Cricket World Cup,27.0,male,ODI,3126,Ireland,field,West Indies,44.0,,50,KA Pollard,2010/11,"Ireland, West Indies","Punjab Cricket Association Stadium, Mohali",48,7
249228,2015-09-28,Hobart,2007-01-14,Commonwealth Bank Series,2.0,male,ODI,2474,Australia,bat,Australia,105.0,,50,A Symonds,2006/07,"Australia, New Zealand",Bellerive Oval,38,10
573017,2013-02-17,,2013-01-20,Sri Lanka in Australia ODI Series,4.0,male,ODI,3324,Australia,bat,,,,50,,2012/13,"Australia, Sri Lanka",Sydney Cricket Ground,22,0
531634,2012-07-08,,2012-02-21,Pakistan v England ODI Series,4.0,male,ODI,3247,Pakistan,bat,England,,4.0,50,KP Pietersen,2011/12,"England, Pakistan",Dubai International Cricket Stadium,37,3
1377749,2023-06-26,Bulawayo,2023-06-19,ICC Cricket World Cup Qualifier,4.0,male,ODI,4588,Oman,field,Oman,,5.0,50,Zeeshan Maqsood,2023,"Ireland, Oman",Bulawayo Athletic Club,55,7
1308244,2022-04-09,Dubai,2022-04-09,ICC Men's Cricket World Cup League 2,73.0,male,ODI,4384,Papua New Guinea,field,Scotland,162.0,,50,,2022,"Scotland, Papua New Guinea",Dubai International Cricket Stadium,32,7
64910,2021-03-08,Harare,2004-11-28,England tour of Zimbabwe,1.0,male,ODI,2193,England,field,England,,5.0,50,IR Bell,2004/05,"Zimbabwe, England",Harare Sports Club,22,2
65252,2023-01-15,Gqeberha,2003-02-19,ICC World Cup,19.0,male,ODI,1959,Namibia,field,England,55.0,,50,AJ Burger,2002/03,"England, Namibia","St George's Park, Port Elizabeth",46,7
643677,2013-08-06,Bulawayo,2013-08-03,India in Zimbabwe ODI Series,5.0,male,ODI,3403,India,field,India,,7.0,50,A Mishra,2013,"Zimbabwe, India",Queens Sports Club,31,6
1168508,2019-10-29,Dublin,2019-05-05,Ireland Tri-Nation Series,1.0,male,ODI,4128,Ireland,field,West Indies,196.0,,50,JD Campbell,2019,"Ireland, West Indies",Castle Avenue,56,10
623575,2013-05-08,Bulawayo,2013-05-08,Bangladesh in Zimbabwe ODI Series,3.0,male,ODI,3355,Zimbabwe,field,Zimbabwe,,7.0,50,V Sibanda,2013,"Zimbabwe, Bangladesh",Queens Sports Club,42,8
656475,2015-03-15,Auckland,2015-03-14,ICC Cricket World Cup,39.0,male,ODI,3636,India,field,India,,6.0,50,SK Raina,2014/15,"India, Zimbabwe",Eden Park,50,18
936159,2017-01-31,Port Elizabeth,2017-01-28,Sri Lanka in South Africa ODI Series,1.0,male,ODI,3828,South Africa,field,South Africa,,8.0,50,Imran Tahir,2016/17,"South Africa, Sri Lanka",St George's Park,34,3
1307298,2022-06-19,Colombo,2022-06-19,Australia tour of Sri Lanka,3.0,male,ODI,4415,Australia,bat,Sri Lanka,,6.0,50,P Nissanka,2022,"Australia, Sri Lanka","R Premadasa Stadium, Colombo",45,10
1456443,2024-11-13,Dambulla,2024-11-13,New Zealand tour of Sri Lanka,1.0,male,ODI,4807,Sri Lanka,bat,Sri Lanka,45.0,,50,BKG Mendis,2024/25,"Sri Lanka, New Zealand",Rangiri Dambulla International Stadium,56,7
1198249,2020-08-07,Southampton,2020-08-04,Ireland tour of England,3.0,male,ODI,4258,Ireland,field,Ireland,,7.0,50,PR Stirling,2020,"England, Ireland",The Rose Bowl,61,15
1144522,2019-07-08,Birmingham,2019-07-02,World Cup,40.0,male,ODI,4182,India,bat,India,28.0,,50,RG Sharma,2019,"Bangladesh, India",Edgbaston,58,9
1144488,2019-06-04,Nottingham,2019-06-03,World Cup,6.0,male,ODI,4148,England,field,Pakistan,14.0,,50,Mohammad Hafeez,2019,"England, Pakistan",Trent Bridge,61,11
433592,2011-04-25,Bangalore,2011-03-16,ICC Cricket World Cup,35.0,male,ODI,3134,Canada,bat,Australia,,7.0,50,SR Watson,2010/11,"Australia, Canada",M Chinnaswamy Stadium,45,9
293481,2015-09-15,Colombo,2007-07-20,Bangladesh in Sri Lanka ODI Series,1.0,male,ODI,2605,Bangladesh,field,Sri Lanka,70.0,,50,CRD Fernando,2007,"Sri Lanka, Bangladesh",P Saravanamuttu Stadium,34,9
1450702,2024-10-27,Dallas,2024-10-25,ICC Men's Cricket World Cup League 2,37.0,male,ODI,4785,Scotland,field,Scotland,,10.0,50,ARI Umeed,2024/25,"United States of America, Scotland","Grand Prairie Stadium, Dallas",31,2
860271,2015-07-17,,2015-07-15,Pakistan in Sri Lanka ODI Series,2.0,male,ODI,3669,Pakistan,bat,Sri Lanka,,2.0,50,MDKJ Perera,2015,"Sri Lanka, Pakistan",Pallekele International Cricket Stadium,49,9
518959,2012-07-08,,2012-02-12,Commonwealth Bank Series,4.0,male,ODI,3237,Australia,bat,India,,4.0,50,G Gambhir,2011/12,"Australia, India",Adelaide Oval,36,5
1277082,2022-01-25,Paarl,2022-01-19,India tour of South Africa,1.0,male,ODI,4344,South Africa,bat,South Africa,31.0,,50,HE van der Dussen,2021/22,"South Africa, India","Boland Park, Paarl",41,5
64843,2022-06-20,Chattogram,2003-11-07,England tour of Bangladesh,1.0,male,ODI,2057,Bangladesh,bat,England,,7.0,50,A Flintoff,2003/04,"Bangladesh, England","MA Aziz Stadium, Chittagong",33,2
903597,2015-10-20,Rajkot,2015-10-18,South Africa in India ODI Series,3.0,male,ODI,3695,South Africa,bat,South Africa,18.0,,50,M Morkel,2015/16,"India, South Africa",Saurashtra Cricket Association Stadium,43,6
817209,2015-07-16,Mirpur,2015-07-12,South Africa in Bangladesh ODI Series,2.0,male,ODI,3666,South Africa,bat,Bangladesh,,7.0,50,Soumya Sarkar,2015,"Bangladesh, South Africa",Shere Bangla National Stadium,36,3
